user_lang,user_description,hashtags,user_time_zone_placename,user_friends_count,user_utc_offset,id,sentiment,user_screen_name,user_location,user_favourites_count,user_verified,content,score,tweet_favorite_count,user_name,tweet_retweet_count,user_followers_count,user_time_zone_coordinates,user_mentions,trackback_author_url,short_file_name,user_location_coordinates,file_counter,tweet_geo,firstpost_date,user_listed_count,url,tweet_retweeted,user_geo_enabled,user_time_zone,tweet_favorited,user_location_placename,trackback_author_nick,tweet_place,trackback_permalink,tweet_coordinates,tweet_in_reply_to_screen_name,user_statuses_count,tweet_timestamp
en,"The latest science news stories, science current events, scientific research and discoveries in earth science, life science, space science.",science~news~bloodcancer,,0,-18000,419226672655650816,0,brightsurf,,0,False,The mouse that ROR'ed http://t.co/SZcZ0A2V4e #science #news #bloodcancer,8.187535,0,Brightsurf.com,0,854,,,http://twitter.com/brightsurf,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/03/14,47,http://twitter.com/brightsurf/status/419226672655650816,False,False,Quito,False,,brightsurf,None,http://twitter.com/brightsurf/status/419226672655650816,None,None,31385,1388725200.0
en,The #Leukemia & #Lymphoma Society of Canada's evening walk to celebrate lives touched by #cancer - a night of solidarity and hope.,DidYouKnow~lymphoma~bloodcancer~FactFriday,,964,-14400,419233016389832704,-1,LTNOntario,"Toronto, ON Canada",195,False,"#DidYouKnow? Non-Hodgkin #lymphoma is the 6th most common cancer in Canada. It has a 5-year survival rate of 67%.

#bloodcancer #FactFriday",6.790506,0,LightTheNightOntario,0,1033,,,http://twitter.com/ltnontario,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/03/14,33,http://twitter.com/ltnontario/status/419233016389832704,False,False,Eastern Time (US & Canada),False,,ltnontario,None,http://twitter.com/LTNOntario/status/419233016389832704,None,None,7848,1388725200.0
en,Fighting cancer and raising awareness one tweet at a time. Rest in peace Ms. Singleton.,bloodcancer,,13,None,419280772852248576,1,condemn_cancer,,2,False,RT @LurieCancer: Here's a New Year's resolution we can keep! A simple cheek swab is all it takes to join @BeTheMatch Marrow Donor Registry.…,7.1634393,0,TheSingletonProject,16,28,,LurieCancer~BeTheMatch,http://twitter.com/condemn_cancer,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/04/14,0,http://twitter.com/condemn_cancer/status/419280772852248576,False,False,None,False,,condemn_cancer,None,http://twitter.com/condemn_cancer/status/419280772852248576,None,None,73,1388811600.0
en,"LLS Mission: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.",bloodcancer,"Arizona, USA",413,-25200,419506291019902976,2,LLSAZ,"Phoenix, AZ",109,False,"""I have seen the progress in cure rates and treatments.""Nikki Henshaw, Leukemia Survivor. Nikki's Story: http://t.co/nuOC6gpewD #bloodcancer",7.5093346,0,"LLS, Arizona Chapter",0,429,"(34.0489281, -111.0937311)",,http://twitter.com/llsaz,Jan to May\Blood\Tweets_BloodCancer.csv,"(33.4483771, -112.0740373)",2,None,01/04/14,31,http://twitter.com/llsaz/status/419506291019902976,False,False,Arizona,False,"Phoenix, AZ, USA",llsaz,None,http://twitter.com/LLSAZ/status/419506291019902976,None,None,424,1388811600.0
en,"A leading Tamil portal covering news, entertainment, literature. We cover cricket, mobile, automobiles in Tamil too!",BloodCancer,"Chennai, Tamil Nadu, India",30,19800,419763753798733824,0,thatsTamil,India,7,False,ஜெர்மன்: செயற்கை எலும்பு மஜ்ஜையை உருவாக்கி விஞ்ஞானிகள் சாதனை http://t.co/vEJhvLgLwc #BloodCancer,10.774874,0,Oneindia Tamil,1,23356,"(13.0524139, 80.25082460000002)",,http://twitter.com/thatstamil,Jan to May\Blood\Tweets_BloodCancer.csv,"(20.593684, 78.96288)",2,None,01/05/14,184,http://twitter.com/thatstamil/status/419763753798733824,False,False,Chennai,False,India,thatstamil,None,http://twitter.com/thatsTamil/status/419763753798733824,None,None,65316,1388898000.0
en,"1. Doctor.
2.தமிழன்.
3.Proud Indian. 
4.A Bi-polar tweeter.
5.#CFC Family. 6.Aur bas dua mein yaad rakhna..",BloodCancer~BoneMarrow,"Chennai, Tamil Nadu, India",607,19800,419764972185325568,0,Dr_SJK,"New Delhi nd Tiruppur, INDIA",226,False,"Awesome!!!!
RT @thatsTamil: ஜெர்மன்: செயற்கை எலும்பு மஜ்ஜையை உருவாக்கி விஞ்ஞானிகள் சாதனை http://t.co/Jb4eIltz7C #BloodCancer
 #BoneMarrow",6.6023197,0,Dr.Jai,0,404,"(13.0524139, 80.25082460000002)",thatsTamil,http://twitter.com/jai231088,Jan to May\Blood\Tweets_BloodCancer.csv,"(11.1085242, 77.3410656)",2,None,01/05/14,5,http://twitter.com/jai231088/status/419764972185325568,False,False,Chennai,False,"Tiruppur, Tamil Nadu, India",jai231088,None,http://twitter.com/jai231088/status/419764972185325568,None,None,10302,1388898000.0
en,,BloodCancer,"Nenjiang River, China",139,None,419792298944102400,0,MRAJASUNDARAM,,7,False,RT @thatsTamil: ஜெர்மன்: செயற்கை எலும்பு மஜ்ஜையை உருவாக்கி விஞ்ஞானிகள் சாதனை http://t.co/vEJhvLgLwc #BloodCancer,6.741429,0,RAJA,1,22,"(48.2575848, 124.7792302)",thatsTamil,http://twitter.com/mrajasundaram,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/05/14,0,http://twitter.com/mrajasundaram/status/419792298944102400,False,False,None,False,,mrajasundaram,None,http://twitter.com/MRAJASUNDARAM/status/419792298944102400,None,None,246,1388898000.0
en,"LLS Mission: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.",SundaySources~bloodcancer,"Arizona, USA",413,-25200,419868752168370176,0,LLSAZ,"Phoenix, AZ",109,False,Be an information seeker. Learn about your diagnosis and the most current treatment. http://t.co/cLaA0RNNpG #SundaySources #bloodcancer,7.76019,1,"LLS, Arizona Chapter",0,429,"(34.0489281, -111.0937311)",,http://twitter.com/llsaz,Jan to May\Blood\Tweets_BloodCancer.csv,"(33.4483771, -112.0740373)",2,None,01/05/14,31,http://twitter.com/llsaz/status/419868752168370176,False,False,Arizona,False,"Phoenix, AZ, USA",llsaz,None,http://twitter.com/LLSAZ/status/419868752168370176,None,None,424,1388898000.0
en,"Had leukaemia & stem cell transplant in 2013.
Campaigning to increase donor figures & for transplant education.
Support all blood cancer charities & their work.",bloodcancer,,1117,3600,419872719979937792,5,Leukaemia_and_K,Burton on Trent,431,False,RT @LeukaemiaCAREuk: Looking to put your road bike to good use? Sign up to @RideLondon and pedal to support those with a #bloodcancer http:…,7.3336077,0,Leukaemia&Katherine,6,683,,LeukaemiaCAREuk~RideLondon,http://twitter.com/leukaemia_and_k,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/05/14,9,http://twitter.com/leukaemia_and_k/status/419872719979937792,False,True,London,False,,leukaemia_and_k,None,http://twitter.com/Leukaemia_and_K/status/419872719979937792,None,None,6531,1388898000.0
en,#RareDisease Patient & Advocate: Diagnosed #CVID  & Sweet's Syndrome | #meded #newbornscreening #genome #cancer #genetics #immunology | #IDF #ISRAEL #JEW  ישראל,BloodCancer~BoneMarrow~Cancer,,1299,-7200,419887561977262080,0,Primary_Immune1,Jerusalem   ISRAEL  ישראל,4146,False,"#BloodCancer Spread to 94% of his #BoneMarrow!   Meet Jack Baseden, the Little Boy Who Beat an ""Unbeatable"" #Cancer   http://t.co/NOB6WXXAOm",8.044801,0,Yoni Maisel - CVID,1,1839,,,http://twitter.com/primary_immune,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/05/14,72,http://twitter.com/primary_immune/status/419887561977262080,False,False,Greenland,False,,primary_immune,None,http://twitter.com/Primary_Immune/status/419887561977262080,None,None,11302,1388898000.0
el,#Patientengagement #patientadvocacy #medicalnews #regenerativemedicine #socialmediastrategies #innovation #hcsm #health #learning. Tweets by @vikosafikos,BloodCancer~BoneMarrow~Cancer,,541,None,419888346392199168,0,greekpatients,Greece,367,False,"RT @Primary_Immune: #BloodCancer Spread to 94% of his #BoneMarrow!   Meet Jack Baseden, the Little Boy Who Beat an ""Unbeatable"" #Cancer   h…",7.086899,0,#GreekPatients,1,163,,,http://twitter.com/greekpatients,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/05/14,4,http://twitter.com/greekpatients/status/419888346392199168,False,False,None,False,,greekpatients,None,http://twitter.com/greekpatients/status/419888346392199168,None,None,1112,1388898000.0
en,"Oncologist, palliative care physician, MD Anderson Cancer Ctr. Tweets are my own: #hpm #meded #Patientexperience #HCLDR #HealthEquity #CardioOnc #hcsm #bcsm",bloodcancer,,7407,-18000,419915099588296704,5,fischmd,Houston,950,False,@rsm2800 agree w/your points. Intrathecal chemo is important and standard for some #bloodcancer; value tenuous for refractory solid tumors,10.484882,1,Michael Fisch,0,9104,,rsm2800,http://twitter.com/fischmd,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/05/14,340,http://twitter.com/fischmd/status/419915099588296704,False,False,Central Time (US & Canada),False,,fischmd,None,http://twitter.com/fischmd/status/419915099588296704,None,rsm2800,7421,1388898000.0
en,"Mission: Cancer Sabbatical. Photography for health, healing, and happiness. Cancer-free (Multiple Myeloma) since Nov 23, 2013. UBC MSc grad. Let's be friends.",myeloma~chemo~bloodcancer,,172,-25200,419928678512877568,-1,tyfn,Vancouver,861,False,@SeeGirlLive Do you track keywords at all? I track #myeloma #chemo #bloodcancer to keep aware of tweets related to my cancer interests.,10.377381,1,Phillip Jeffrey,0,279,,SeeGirlLive,http://twitter.com/tyfn,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/05/14,66,http://twitter.com/tyfn/status/419928678512877568,False,False,Pacific Time (US & Canada),False,,tyfn,None,http://twitter.com/tyfn/status/419928678512877568,None,SeeGirlLive,14252,1388898000.0
en-gb,The motorcycling arm of @Leukaemia_and_K. We're a (BMF) affiliated MCC which hosts an annual blood cancer charity ride. We photograph many biking events.,bloodcancer,,290,None,419971819723313152,5,The_Boneshaker,Birmingham / Burton,31,False,RT @LeukaemiaCAREuk: Looking to put your road bike to good use? Sign up to @RideLondon and pedal to support those with a #bloodcancer http:…,7.3336077,0,BONEshakerMARROWthon,6,134,,LeukaemiaCAREuk~RideLondon,http://twitter.com/the_boneshaker,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/05/14,3,http://twitter.com/the_boneshaker/status/419971819723313152,False,True,None,False,,the_boneshaker,None,http://twitter.com/The_Boneshaker/status/419971819723313152,None,None,1333,1388898000.0
en,"We run far, fundraise as we go & Tweet, RT alot about fundraising Use our free fundraising app to track your progress & promote your donation page & text number",bloodcancer,,9829,3600,420044402669912064,5,Miles4Charity,Earth - #ConnectTheWorld #M4C,10693,False,RT @LeukaemiaCAREuk: Looking to put your road bike to good use? Sign up to @RideLondon and pedal to support those with a #bloodcancer http:…,7.3336077,0,Miles4Charity,6,10270,,LeukaemiaCAREuk~RideLondon,http://twitter.com/miles4charity,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/06/14,88,http://twitter.com/mywhereabouts/status/420044402669912064,False,True,London,False,,miles4charity,None,http://twitter.com/MyWhereAbouts/status/420044402669912064,None,None,26726,1388984400.0
en,#RareDisease Patient & Advocate: Diagnosed #CVID  & Sweet's Syndrome | #meded #newbornscreening #genome #cancer #genetics #immunology | #IDF #ISRAEL #JEW  ישראל,Cancer~BloodCancer~BoneMarrow,,1299,-7200,420090415086198784,0,Primary_Immune1,Jerusalem   ISRAEL  ישראל,4146,False,"Meet the Little Boy Who Beat an ""Unbeatable"" #Cancer -#BloodCancer Had Spread Throughout 94% of his #BoneMarrow  http://t.co/NOB6WXXAOm",7.2846317,0,Yoni Maisel - CVID,0,1839,,,http://twitter.com/primary_immune,Jan to May\Blood\Tweets_BloodCancer.csv,"(31.768319, 35.21371)",2,None,01/06/14,72,http://twitter.com/primary_immune/status/420090415086198784,False,False,Greenland,False,"Jerusalem, Israel",primary_immune,None,http://twitter.com/Primary_Immune/status/420090415086198784,None,None,11302,1388984400.0
en,"Business news, advice, events and more from the Puget Sound Business Journal.",biotech~bloodcancer,United States,752,-25200,420312684157206528,2,PSBJ,Greater Seattle ,911,False,Seattle #biotech news: Cell Therapeutics' #bloodcancer treatment approved in England and Wales http://t.co/L5QPxUg2HP,11.053086,0,The Business Journal,0,17359,"(37.09024, -95.712891)",,http://twitter.com/psbj,Jan to May\Blood\Tweets_BloodCancer.csv,"(51.5477267, -0.1810643)",2,None,01/06/14,943,http://twitter.com/psbj/status/420312684157206528,False,True,Pacific Time (US & Canada),False,"Seattle, London NW3, UK",psbj,None,http://twitter.com/PSBJ/status/420312684157206528,None,None,25338,1388984400.0
en,"The OSUCCC - James is creating a #cancerfreeworld, one person, one discovery at a time. Make an appointment by calling 1-800-293-5066.",bloodcancer~TheJames,United States,1967,-14400,420557211539361792,4,OSUCCC_James,"Columbus, Ohio",131,False,.@LLSusa awarded 21 new grants to study 6 areas of high unmet medical need in #bloodcancer &amp; #TheJames received one! http://t.co/52ZsSXErIC,10.987117,2,The James,1,6154,"(37.09024, -95.712891)",LLSusa,http://twitter.com/osuccc_james,Jan to May\Blood\Tweets_BloodCancer.csv,"(39.9611755, -82.99879419999999)",2,None,01/07/14,247,http://twitter.com/osuccc_james/status/420557211539361792,False,True,Eastern Time (US & Canada),False,"Columbus, OH, USA",osuccc_james,None,http://twitter.com/OSUCCC_James/status/420557211539361792,None,None,3796,1389070800.0
en,"Address hospital funding & investment need.Viability of @healthcapital for hospital and healthcare projects.To build,renovate & transform hospital of the future",bloodcancer~TheJames,"Quito, Ecuador",1234,-18000,420557595300990978,4,hospitalinvest,Chicago,0,False,RT @OSUCCC_James: .@LLSusa awarded 21 new grants to study 6 areas of high unmet medical need in #bloodcancer &amp; #TheJames received one! http…,6.906506,0,Hospital Investment,1,231,"(-0.1806532, -78.4678382)",OSUCCC_James~LLSusa,http://twitter.com/hospitalinvest,Jan to May\Blood\Tweets_BloodCancer.csv,"(41.8781136, -87.6297982)",2,None,01/07/14,1,http://twitter.com/hospitalinvest/status/420557595300990978,False,False,Quito,False,"Chicago, IL, USA",hospitalinvest,None,http://twitter.com/hospitalinvest/status/420557595300990978,None,None,383,1389070800.0
en,"LLS Mission: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.",bloodcancer~tuesdaytips,"Arizona, USA",413,-25200,420563465158553600,0,LLSAZ,"Phoenix, AZ",109,False,What you  need to know about your #bloodcancer treatment. 21 Questions to ask your doctor. http://t.co/FH2GQZxGhg #tuesdaytips,8.052591,0,"LLS, Arizona Chapter",0,429,"(34.0489281, -111.0937311)",,http://twitter.com/llsaz,Jan to May\Blood\Tweets_BloodCancer.csv,"(33.4483771, -112.0740373)",2,None,01/07/14,31,http://twitter.com/llsaz/status/420563465158553600,False,False,Arizona,False,"Phoenix, AZ, USA",llsaz,None,http://twitter.com/LLSAZ/status/420563465158553600,None,None,424,1389070800.0
en,Trained in Acting at Italia Conti's foundation course and as a dancer at The International Theatre School.Qualifield dance teacher with I.D.T.A examinationboard,bloodcancer,"Nenjiang River, China",324,None,420610247813005312,5,LilyMaeM,London,363,False,RT @LeukaemiaCAREuk: Looking to put your road bike to good use? Sign up to @RideLondon and pedal to support those with a #bloodcancer http:…,7.3336077,0,Lily Mae,6,206,"(48.2575848, 124.7792302)",LeukaemiaCAREuk~RideLondon,http://twitter.com/lilymaem,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/07/14,0,http://twitter.com/lilymaem/status/420610247813005312,False,False,None,False,,lilymaem,None,http://twitter.com/LilyMaeM/status/420610247813005312,None,None,666,1389070800.0
en,"PSBR provides education to the public about the responsible use of animals in research, and how it improves the health of both humans and animals.",AnimalResearch~CLL~bloodcancer,,242,-14400,420660005369819137,0,PABiomed,"Camp Hill, PA",81,False,"#AnimalResearch identifies possible therapeutic target for patients with #CLL, most common form of #bloodcancer. http://t.co/LRPhT4zoXB",8.707208,2,PSBR,2,273,,,http://twitter.com/pabiomed,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/07/14,6,http://twitter.com/pabiomed/status/420660005369819137,False,False,Eastern Time (US & Canada),False,,pabiomed,None,http://twitter.com/PABiomed/status/420660005369819137,None,None,2846,1389070800.0
en,My aim is not to tweet you to death but to leave a trail of clues about animal research & medical progress 4 all,AnimalResearch~CLL~bloodcancer,,389,-10800,420665484162629632,0,ERaemdonck,,492,False,"RT @PABiomed: #AnimalResearch identifies possible therapeutic target for patients with #CLL, most common form of #bloodcancer. http://t.co/…",7.208012,0,Raemdoncke,2,241,,PABiomed,http://twitter.com/eraemdonck,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/07/14,6,http://twitter.com/eraemdonck/status/420665484162629632,False,False,Atlantic Time (Canada),False,,eraemdonck,None,http://twitter.com/ERaemdonck/status/420665484162629632,None,None,11927,1389070800.0
en,"The LLSC's mission is to cure leukemia, lymphoma, Hodgkin's disease and myeloma and to improve the quality of life of patients and their families.",bloodcancer,,877,-14400,420675006340018176,4,LLSCanada,Canada,444,False,RT @OSUCCC_James: @LLSusa awarded 21 new grants to study areas ofunmet medical need in #bloodcancer ! http://t.co/GvOrE24Qxg,10.639708,0,LLSCanada,0,1514,,OSUCCC_James~LLSusa,http://twitter.com/llscanada,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/07/14,49,http://twitter.com/llscanada/status/420675006340018176,False,False,Eastern Time (US & Canada),False,,llscanada,None,http://twitter.com/LLSCanada/status/420675006340018176,None,None,6370,1389070800.0
en,★Freelance Pro Make-Up Artist| Fashion Stylist|★ 2655add6 for info. ☆Beauty can only be seen by a Creative Mind☆© #MUA #LFC #MUSIC #FASHION #L♥VE #TheWeeknd #XO,RT~FF~BloodCancer,,319,3600,420681449747259392,0,sunijade,West Midlands / UK ,286,False,#RT #FF @RhianeFrancois: Hi guys this is my official twitter account! I need as many followers as I can get to spread awareness #BloodCancer,7.6451697,0,Sunijade ,0,569,,RhianeFrancois,http://twitter.com/sunijade,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/07/14,20,http://twitter.com/sunijade/status/420681449747259392,False,False,London,False,,sunijade,None,http://twitter.com/sunijade/status/420681449747259392,None,None,13925,1389070800.0
en,"Anti-animal rights, pro-gun, dachshund lover, disabled veteran, love dog & horse shows",AnimalResearch~CLL~bloodcancer,,258,-14400,420709916484337664,0,Moordairdachs,"Swansboro, NC USA",1672,False,"RT @PABiomed: #AnimalResearch identifies possible therapeutic target for patients with #CLL, most common form of #bloodcancer. http://t.co/…",7.208012,0,Kitty Adair,2,152,,PABiomed,http://twitter.com/moordairdachs,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/08/14,4,http://twitter.com/moordairdachs/status/420709916484337664,False,True,Eastern Time (US & Canada),False,,moordairdachs,None,http://twitter.com/Moordairdachs/status/420709916484337664,None,None,3377,1389157200.0
en,We are here to support blood cancer patients in the Greater Bay Area and save lives. Join us in creating a world without cancer.,bloodcancer,,669,-25200,420719604286377984,1,LLSGreaterBay,"Greater Bay Area, CA",7,False,"Register for our FREE #bloodcancer conference, The Emerging Therapies &amp; Survivorship Conference, on Jan 25 in SF http://t.co/WGCrP56rmD",11.238714,0,LLS Greater Bay Area,1,389,,,http://twitter.com/llsgreaterbay,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,01/08/14,8,http://twitter.com/llsgreaterbay/status/420719604286377984,False,True,Pacific Time (US & Canada),False,,llsgreaterbay,None,http://twitter.com/LLSGreaterBay/status/420719604286377984,None,None,595,1389157200.0
