favorited,utc_offset,user_mentioned,description,hashtags,trackback_author_url,geo_enabled,geo,id,lang,favourites_count,firstpost_date,trackback_author_nick,url,retweeted,time_zone,coordinates,content,followers_count,score,place,location,trackback_permalink,retweet_count,listed_count
False,-18000,nhf_hemophilia,"Bueno o malo, todo es una experiencia de vida.",bleedingdisorders,http://twitter.com/teregarcialee,True,None,473922140535009280,es,170,06/03/14,teregarcialee,http://twitter.com/teregarcialee/status/473922140535009280,False,Mexico City,None,RT @NHF_Hemophilia: Women with #bleedingdisorders need to know if they’re susceptible to ovarian cysts and how to manage them. http://t.co/…,133,7.6298676,None,,http://twitter.com/teregarcialee/status/473922140535009280,2,0
False,None,nhf_hemophilia,To enhance the quality of life for people with rare bleeding disorders in the state of New Mexico.,bleedingdisorders,http://twitter.com/sdonmbleeders,False,None,473945184493764608,en,141,06/03/14,sdonmbleeders,http://twitter.com/sdonmbleeders/status/473945184493764608,False,None,None,RT @NHF_Hemophilia: Women with #bleedingdisorders need to know if they’re susceptible to ovarian cysts and how to manage them. http://t.co/…,30,7.6298676,None,"Albuquerque, NM",http://twitter.com/SDONMbleeders/status/473945184493764608,2,1
False,-25200,nhf_hemophilia,"Hemophilia Foundation of Northern California - non-profit, volunteer-run organization serving the needs of people with hemophilia and related bleeding disorders",Español~hemophilia~bleedingdisorders,http://twitter.com/hemofoundation,False,None,474226863834144769,en,43,06/04/14,hemofoundation,http://twitter.com/hemofoundation/status/474226863834144769,False,Pacific Time (US & Canada),None,"Steps for Living is now completely en #Español! Thanks @NHF_Hemophilia! #hemophilia #bleedingdisorders
http://t.co/PQ32dc5Qyr",225,11.634958,None,"Emeryville, CA",http://twitter.com/HemoFoundation/status/474226863834144769,1,2
False,-25200,hemofoundation,"The love of my life Bill Murphy Co-Developer & PR for DreamNET, see: http://t.co/G6m0Dx2Mh3. Also support @uneedpsi & Hemophiliacs of America",Español~hemophilia~bleedingdisorders,http://twitter.com/blondeone38,True,None,474229708985364481,en,5578,06/04/14,blondeone38,http://twitter.com/blondeone38/status/474229708985364481,False,Pacific Time (US & Canada),None,"RT @HemoFoundation: Steps for Living is now completely en #Español! Thanks @NHF_Hemophilia! #hemophilia #bleedingdisorders
http://t.co/PQ32…",1887,10.659527,None,California,http://twitter.com/Blondeone38/status/474229708985364481,1,38
False,-25200,nhf_hemophilia,"The love of my life Bill Murphy Co-Developer & PR for DreamNET, see: http://t.co/G6m0Dx2Mh3. Also support @uneedpsi & Hemophiliacs of America",Español~hemophilia~bleedingdisorders,http://twitter.com/blondeone38,True,None,474229708985364481,en,5578,06/04/14,blondeone38,http://twitter.com/blondeone38/status/474229708985364481,False,Pacific Time (US & Canada),None,"RT @HemoFoundation: Steps for Living is now completely en #Español! Thanks @NHF_Hemophilia! #hemophilia #bleedingdisorders
http://t.co/PQ32…",1887,10.659527,None,California,http://twitter.com/Blondeone38/status/474229708985364481,1,38
False,-21600,nhf_hemophilia,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",bleedingdisorders,http://twitter.com/flgprohemo,False,None,474538350297493505,en,46,06/05/14,flgprohemo,http://twitter.com/flgprohemo/status/474538350297493505,False,Mountain Time (US & Canada),None,RT @NHF_Hemophilia: What you should know when planning to have a baby: http://t.co/6J0ADchked #bleedingdisorders http://t.co/RR4MWZEtBo,32,8.146525,None,,http://twitter.com/FLGprohemo/status/474538350297493505,1,0
False,-25200,nhf_hemophilia,"Hemophilia Foundation of Northern California - non-profit, volunteer-run organization serving the needs of people with hemophilia and related bleeding disorders",hemophilia~bleedingdisorders,http://twitter.com/hemofoundation,False,None,474562574345043968,en,43,06/05/14,hemofoundation,http://twitter.com/hemofoundation/status/474562574345043968,False,Pacific Time (US & Canada),None,RT @NHF_Hemophilia: We have a new website! Check out http://t.co/bgSsUHsscB to see what's new. #hemophilia #bleedingdisorders,225,7.84758,None,"Emeryville, CA",http://twitter.com/HemoFoundation/status/474562574345043968,5,2
False,-14400,nhf_hemophilia,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,bleedingdisorders~hemophilia,http://twitter.com/hemophiliafed,True,None,474576523488686081,en,834,06/05/14,hemophiliafed,http://twitter.com/hemophiliafed/status/474576523488686081,False,Eastern Time (US & Canada),None,Checkout @NHF_Hemophilia's NEW website! Great resource for #bleedingdisorders #hemophilia community!: http://t.co/TVBZWItl1K,1764,10.009469,None,"Washington, DC",http://twitter.com/hemophiliafed/status/474576523488686081,3,56
False,-14400,vahemophilia,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,hemophilia~bleedingdisorders,http://twitter.com/hemophiliafed,True,None,474576840787763200,en,834,06/05/14,hemophiliafed,http://twitter.com/hemophiliafed/status/474576840787763200,False,Eastern Time (US & Canada),None,".@VAHemophilia @Key_karols_mom, thanks for helping to spread awareness about #hemophilia, #bleedingdisorders!",1764,7.557189,None,"Washington, DC",http://twitter.com/hemophiliafed/status/474576840787763200,0,56
False,-14400,key_karols_mom,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,hemophilia~bleedingdisorders,http://twitter.com/hemophiliafed,True,None,474576840787763200,en,834,06/05/14,hemophiliafed,http://twitter.com/hemophiliafed/status/474576840787763200,False,Eastern Time (US & Canada),None,".@VAHemophilia @Key_karols_mom, thanks for helping to spread awareness about #hemophilia, #bleedingdisorders!",1764,7.557189,None,"Washington, DC",http://twitter.com/hemophiliafed/status/474576840787763200,0,56
False,7200,nhf_hemophilia,"Federación Española de Hemofilia, ONG dedicada a mejorar la calidad de vida de personas con Hemofilia y otras coagulopatías congénitas. http://t.co/i5UUZtp3J0",hemophilia~bleedingdisorders,http://twitter.com/fedhemo,True,None,474589274151858176,es,31,06/05/14,fedhemo,http://twitter.com/fedhemo/status/474589274151858176,False,Madrid,None,RT @NHF_Hemophilia: We have a new website! Check out http://t.co/bgSsUHsscB to see what's new. #hemophilia #bleedingdisorders,798,7.84758,None,"Sinesio Delgado, 4, Madrid",http://twitter.com/fedhemo/status/474589274151858176,5,25
False,None,hemophiliafed,All views are my own. Obviously.,bleedingdisorders~hemophilia,http://twitter.com/ashleytomlins,True,None,474596991263977472,en,3,06/05/14,ashleytomlins,http://twitter.com/ashleytomlins/status/474596991263977472,False,None,None,RT @hemophiliafed: Checkout @NHF_Hemophilia's NEW website! Great resource for #bleedingdisorders #hemophilia community!: http://t.co/TVBZWI…,37,7.366672,None,,http://twitter.com/AshleyTomlins/status/474596991263977472,3,2
False,None,nhf_hemophilia,All views are my own. Obviously.,bleedingdisorders~hemophilia,http://twitter.com/ashleytomlins,True,None,474596991263977472,en,3,06/05/14,ashleytomlins,http://twitter.com/ashleytomlins/status/474596991263977472,False,None,None,RT @hemophiliafed: Checkout @NHF_Hemophilia's NEW website! Great resource for #bleedingdisorders #hemophilia community!: http://t.co/TVBZWI…,37,7.366672,None,,http://twitter.com/AshleyTomlins/status/474596991263977472,3,2
False,-25200,hemophiliafed,HF Healthcare is a national home care and specialty pharmacy that specializes in Hemophilia and other bleeding disorder treatment.,bleedingdisorders~hemophilia,http://twitter.com/hfhealthcare,True,None,474604172986568704,en,11,06/05/14,hfhealthcare,http://twitter.com/hfhealthcare/status/474604172986568704,False,Pacific Time (US & Canada),None,RT @hemophiliafed: Checkout @NHF_Hemophilia's NEW website! Great resource for #bleedingdisorders #hemophilia community!: http://t.co/TVBZWI…,386,7.366672,None,"Oxnard, CA",http://twitter.com/hfhealthcare/status/474604172986568704,3,8
False,-25200,nhf_hemophilia,HF Healthcare is a national home care and specialty pharmacy that specializes in Hemophilia and other bleeding disorder treatment.,bleedingdisorders~hemophilia,http://twitter.com/hfhealthcare,True,None,474604172986568704,en,11,06/05/14,hfhealthcare,http://twitter.com/hfhealthcare/status/474604172986568704,False,Pacific Time (US & Canada),None,RT @hemophiliafed: Checkout @NHF_Hemophilia's NEW website! Great resource for #bleedingdisorders #hemophilia community!: http://t.co/TVBZWI…,386,7.366672,None,"Oxnard, CA",http://twitter.com/hfhealthcare/status/474604172986568704,3,8
False,-14400,cdcgov,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,hemophilia~bleedingdisorders,http://twitter.com/hemophiliafed,True,None,474614051491037184,en,834,06/05/14,hemophiliafed,http://twitter.com/hemophiliafed/status/474614051491037184,False,Eastern Time (US & Canada),None,.@CDCgov webinar: #hemophilia inhibitor patients are twice as likely to be hospitalized as non inhibitor patients. #bleedingdisorders,1764,7.307199,None,"Washington, DC",http://twitter.com/hemophiliafed/status/474614051491037184,0,56
False,-14400,cdcgov,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,hemophilia~bleedingdisorders,http://twitter.com/hemophiliafed,True,None,474614499308490752,en,834,06/05/14,hemophiliafed,http://twitter.com/hemophiliafed/status/474614499308490752,False,Eastern Time (US & Canada),None,.@CDCgov webinbar: there is a 70% higher death rate for those w/#hemophilia &amp; inhibitors vs. those without inhibitors. #bleedingdisorders,1764,6.9726276,None,"Washington, DC",http://twitter.com/hemophiliafed/status/474614499308490752,0,56
False,-14400,cdcgov,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,hemophilia~bleedingdisorders,http://twitter.com/hemophiliafed,True,None,474615135425015808,en,834,06/05/14,hemophiliafed,http://twitter.com/hemophiliafed/status/474615135425015808,False,Eastern Time (US & Canada),None,".@CDCgov webinar: first inhibitor testing was in 1959 in the UK. #hemophilia, #bleedingdisorders",1764,9.109996,None,"Washington, DC",http://twitter.com/hemophiliafed/status/474615135425015808,1,56
False,-14400,hemophiliafed,"Enjoys working in the not-for-profit industry.  Loves her family and spending lots of time with them.  Enjoys friends, relaxing and having a good time.",hemophilia~bleedingdisorders,http://twitter.com/gallant_tammy,False,None,474616285066952705,en,51,06/05/14,gallant_tammy,http://twitter.com/gallant_tammy/status/474616285066952705,False,Eastern Time (US & Canada),None,"RT @hemophiliafed: .@CDCgov webinar: first inhibitor testing was in 1959 in the UK. #hemophilia, #bleedingdisorders",104,7.2732806,None,"Rustico, PEI",http://twitter.com/gallant_tammy/status/474616285066952705,1,0
False,-14400,cdcgov,"Enjoys working in the not-for-profit industry.  Loves her family and spending lots of time with them.  Enjoys friends, relaxing and having a good time.",hemophilia~bleedingdisorders,http://twitter.com/gallant_tammy,False,None,474616285066952705,en,51,06/05/14,gallant_tammy,http://twitter.com/gallant_tammy/status/474616285066952705,False,Eastern Time (US & Canada),None,"RT @hemophiliafed: .@CDCgov webinar: first inhibitor testing was in 1959 in the UK. #hemophilia, #bleedingdisorders",104,7.2732806,None,"Rustico, PEI",http://twitter.com/gallant_tammy/status/474616285066952705,1,0
False,-14400,cdcgov,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,hemophilia~bleedingdisorders,http://twitter.com/hemophiliafed,True,None,474616803037941760,en,834,06/05/14,hemophiliafed,http://twitter.com/hemophiliafed/status/474616803037941760,False,Eastern Time (US & Canada),None,.@CDCgov webinar: HIRS study showed that all patients with #hemophilia are at risk for developing inhibitors. #bleedingdisorders,1764,7.46204,None,"Washington, DC",http://twitter.com/hemophiliafed/status/474616803037941760,0,56
False,-14400,cdcgov,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,hemophilia~bleedingdisorders,http://twitter.com/hemophiliafed,True,None,474618587504578561,en,834,06/05/14,hemophiliafed,http://twitter.com/hemophiliafed/status/474618587504578561,False,Eastern Time (US & Canada),None,.@CDCgov webinar: HIRS Study six out of ten #hemophilia patients who tested for an inhibitor had no symptoms. #bleedingdisorders,1764,7.384843,None,"Washington, DC",http://twitter.com/hemophiliafed/status/474618587504578561,0,56
False,-14400,cdc,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,hemophilia~bleedingdisorders,http://twitter.com/hemophiliafed,True,None,474623032875814912,en,834,06/05/14,hemophiliafed,http://twitter.com/hemophiliafed/status/474623032875814912,False,Eastern Time (US & Canada),None,.@CDC gov: Up to 1/5 people w/#hemophilia will develop an inhibitor to the infused factor that is used to treat bleeding. #bleedingdisorders,1764,8.959556,None,"Washington, DC",http://twitter.com/hemophiliafed/status/474623032875814912,1,56
False,-14400,cdc,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,hemophilia~bleedingdisorders,http://twitter.com/hemophiliafed,True,None,474623615233957888,en,834,06/05/14,hemophiliafed,http://twitter.com/hemophiliafed/status/474623615233957888,False,Eastern Time (US & Canada),None,".@CDC webinar: There is still much to learn about inhibitors &amp; how to prevent inhibitors. #hemophilia, #bleedingdisorders",1764,7.2496333,None,"Washington, DC",http://twitter.com/hemophiliafed/status/474623615233957888,0,56
False,None,childrensla,Happy thoughts and glitter farts!,bleedingdisorders~hemofilia~STBhemo,http://twitter.com/elveetoe,False,None,474653044454350848,en,630,06/05/14,elveetoe,http://twitter.com/elveetoe/status/474653044454350848,False,None,None,Best care!  1st poke!!! @ChildrensLA #bleedingdisorders #hemofilia @hemophiliafed #STBhemo 😆 for my buddy. http://t.co/YPUXiQxg4v,27,7.339947,None,Los Angeles,http://twitter.com/Elveetoe/status/474653044454350848,0,0
False,None,hemophiliafed,Happy thoughts and glitter farts!,bleedingdisorders~hemofilia~STBhemo,http://twitter.com/elveetoe,False,None,474653044454350848,en,630,06/05/14,elveetoe,http://twitter.com/elveetoe/status/474653044454350848,False,None,None,Best care!  1st poke!!! @ChildrensLA #bleedingdisorders #hemofilia @hemophiliafed #STBhemo 😆 for my buddy. http://t.co/YPUXiQxg4v,27,7.339947,None,Los Angeles,http://twitter.com/Elveetoe/status/474653044454350848,0,0
False,None,nhf_hemophilia,"Hemophilia & VWD Patient Advocate at Bioscrip, covering Ohio, Michigan, Kentucky, and West Virginia.  Former ED of the Central Ohio Chapter of NHF.",hemophilia~bleedingdisorders,http://twitter.com/robedalex,False,None,474660148389355520,en,10,06/05/14,robedalex,http://twitter.com/robedalex/status/474660148389355520,False,None,None,RT @NHF_Hemophilia: We have a new website! Check out http://t.co/bgSsUHsscB to see what's new. #hemophilia #bleedingdisorders,33,7.84758,None,"Fairborn, Ohio",http://twitter.com/robedalex/status/474660148389355520,5,0
False,-18000,nhf_hemophilia,The united voice for patients with chronic diseases and disabilities and their family caregivers,hemophilia~bleedingdisorders,http://twitter.com/nhcouncil,True,None,474712336205623296,en,20,06/06/14,nhcouncil,http://twitter.com/nhcouncil/status/474712336205623296,False,Central Time (US & Canada),None,RT @NHF_Hemophilia: We have a new website! Check out http://t.co/PHHgYLTUad to see what's new. #hemophilia #bleedingdisorders,7485,7.9005766,None,"Washington, DC",http://twitter.com/NHCouncil/status/474712336205623296,0,276
False,-21600,nhf_hemophilia,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",Tablet~bleedingdisorders~hemophilia~iPad~Kindle~Android~hemophilia,http://twitter.com/flgprohemo,False,None,474755275325329408,en,46,06/06/14,flgprohemo,http://twitter.com/flgprohemo/status/474755275325329408,False,Mountain Time (US & Canada),None,"RT @NHF_Hemophilia: #Tablet owners-Search for HemAware in your app store for free #bleedingdisorders news, info! #hemophilia #iPad #Kindle …",32,6.911805,None,,http://twitter.com/FLGprohemo/status/474755275325329408,1,0
False,-21600,nhf_hemophilia,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",hemophilia~bleedingdisorders,http://twitter.com/flgprohemo,False,None,474755624870641664,en,46,06/06/14,flgprohemo,http://twitter.com/flgprohemo/status/474755624870641664,False,Mountain Time (US & Canada),None,RT @NHF_Hemophilia: We have a new website! Check out http://t.co/bgSsUHsscB to see what's new. #hemophilia #bleedingdisorders,32,7.84758,None,,http://twitter.com/FLGprohemo/status/474755624870641664,5,0
False,-21600,nhf_hemophilia,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",bleedingdisorders~hemophilia~hepatitisC,http://twitter.com/flgprohemo,False,None,474756102014640130,en,46,06/06/14,flgprohemo,http://twitter.com/flgprohemo/status/474756102014640130,False,Mountain Time (US & Canada),None,RT @NHF_Hemophilia: The spring issue of HemAware is available online. Check it out today! http://t.co/fT8QRoo2oK #bleedingdisorders #hemoph…,32,7.3218794,None,,http://twitter.com/FLGprohemo/status/474756102014640130,1,0
False,-21600,vahemophilia,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",hemophilia~bleedingdisorders,http://twitter.com/flgprohemo,False,None,474757573431001088,en,46,06/06/14,flgprohemo,http://twitter.com/flgprohemo/status/474757573431001088,False,Mountain Time (US & Canada),None,RT @VAHemophilia: Facts N' Factors Newsletter Summer 2014 is now available #hemophilia #bleedingdisorders http://t.co/PYMPhjGHmM,32,7.581648,None,,http://twitter.com/FLGprohemo/status/474757573431001088,1,0
False,None,nhf_hemophilia,,hemophilia~bleedingdisorders,http://twitter.com/marcusmuench63,False,None,474786350973980672,en,0,06/06/14,marcusmuench63,http://twitter.com/marcusmuench63/status/474786350973980672,False,None,None,RT @NHF_Hemophilia: We have a new website! Check out http://t.co/bgSsUHsscB to see what's new. #hemophilia #bleedingdisorders,14,7.84758,None,San Francisco,http://twitter.com/MarcusMuench63/status/474786350973980672,5,0
False,-14400,hemophiliafed,"CEO and Maven of the Nease Clan, Mother to twins with severe 8 and inhibitors, Wife to my best friend.",hemophilia~bleedingdisorders,http://twitter.com/bruisermommy,False,None,474917974814384129,en,12,06/06/14,bruisermommy,http://twitter.com/bruisermommy/status/474917974814384129,False,Eastern Time (US & Canada),None,RT @hemophiliafed: .@CDC gov: Up to 1/5 people w/#hemophilia will develop an inhibitor to the infused factor that is used to treat bleeding…,178,7.259474,None,State of disrepair,http://twitter.com/BruiserMommy/status/474917974814384129,1,7
False,-14400,cdc,"CEO and Maven of the Nease Clan, Mother to twins with severe 8 and inhibitors, Wife to my best friend.",hemophilia~bleedingdisorders,http://twitter.com/bruisermommy,False,None,474917974814384129,en,12,06/06/14,bruisermommy,http://twitter.com/bruisermommy/status/474917974814384129,False,Eastern Time (US & Canada),None,RT @hemophiliafed: .@CDC gov: Up to 1/5 people w/#hemophilia will develop an inhibitor to the infused factor that is used to treat bleeding…,178,7.259474,None,State of disrepair,http://twitter.com/BruiserMommy/status/474917974814384129,1,7
False,-14400,hemophiliafed,"CEO and Maven of the Nease Clan, Mother to twins with severe 8 and inhibitors, Wife to my best friend.",bleedingdisorders~hemophilia,http://twitter.com/bruisermommy,False,None,474918243597971456,en,12,06/06/14,bruisermommy,http://twitter.com/bruisermommy/status/474918243597971456,False,Eastern Time (US & Canada),None,RT @hemophiliafed: Checkout @NHF_Hemophilia's NEW website! Great resource for #bleedingdisorders #hemophilia community!: http://t.co/TVBZWI…,178,7.366672,None,State of disrepair,http://twitter.com/BruiserMommy/status/474918243597971456,3,7
False,-14400,nhf_hemophilia,"CEO and Maven of the Nease Clan, Mother to twins with severe 8 and inhibitors, Wife to my best friend.",bleedingdisorders~hemophilia,http://twitter.com/bruisermommy,False,None,474918243597971456,en,12,06/06/14,bruisermommy,http://twitter.com/bruisermommy/status/474918243597971456,False,Eastern Time (US & Canada),None,RT @hemophiliafed: Checkout @NHF_Hemophilia's NEW website! Great resource for #bleedingdisorders #hemophilia community!: http://t.co/TVBZWI…,178,7.366672,None,State of disrepair,http://twitter.com/BruiserMommy/status/474918243597971456,3,7
False,-14400,dianesawyer,Retired Nurse. Advocate for animals & LGBTQ. Mid-Century collector/enthusiast. Fondness for bow ties,kaiserpermanente~Hemophilia~bleedingdisorders,http://twitter.com/ryeseeley,True,None,475439559153840128,en,2203,06/08/14,ryeseeley,http://twitter.com/ryeseeley/status/475439559153840128,False,Eastern Time (US & Canada),None,@DianeSawyer #kaiserpermanente will let people w/#Hemophilia/#bleedingdisorders die rather than give life saving meds http://t.co/nCM6aEVupq,559,7.580817,None,"Tampa, FL Area ",http://twitter.com/RyeSeeley/status/475439559153840128,0,23
False,-14400,davidmuir,Retired Nurse. Advocate for animals & LGBTQ. Mid-Century collector/enthusiast. Fondness for bow ties,kaiserpermanente~Hemophilia~bleedingdisorders,http://twitter.com/ryeseeley,True,None,475439667425587200,en,2203,06/08/14,ryeseeley,http://twitter.com/ryeseeley/status/475439667425587200,False,Eastern Time (US & Canada),None,@DavidMuir #kaiserpermanente will let people w/#Hemophilia/#bleedingdisorders die rather than give life saving meds http://t.co/nCM6aEVupq,559,7.578451,None,"Tampa, FL Area ",http://twitter.com/RyeSeeley/status/475439667425587200,0,23
False,-14400,andersoncooper,Retired Nurse. Advocate for animals & LGBTQ. Mid-Century collector/enthusiast. Fondness for bow ties,kaiserpermanente~Hemophilia~bleedingdisorders,http://twitter.com/ryeseeley,True,None,475439810640089088,en,2203,06/08/14,ryeseeley,http://twitter.com/ryeseeley/status/475439810640089088,False,Eastern Time (US & Canada),None,@andersoncooper #kaiserpermanente will let ppl w/#Hemophilia/#bleedingdisorders die rather than give life saving meds http://t.co/nCM6aEVupq,559,7.741607,None,"Tampa, FL Area ",http://twitter.com/RyeSeeley/status/475439810640089088,2,23
False,-14400,todayshow,Retired Nurse. Advocate for animals & LGBTQ. Mid-Century collector/enthusiast. Fondness for bow ties,kaiserpermanente~Hemophilia~bleedingdisorders,http://twitter.com/ryeseeley,True,None,475440152672997376,en,2203,06/08/14,ryeseeley,http://twitter.com/ryeseeley/status/475440152672997376,False,Eastern Time (US & Canada),None,@TODAYshow #kaiserpermanente will let people w/#Hemophilia/#bleedingdisorders die rather than give life saving meds http://t.co/nCM6aEVupq,559,7.593079,None,"Tampa, FL Area ",http://twitter.com/RyeSeeley/status/475440152672997376,0,23
False,-14400,usatoday,Retired Nurse. Advocate for animals & LGBTQ. Mid-Century collector/enthusiast. Fondness for bow ties,kaiserpermanente~Hemophilia~bleedingdisorders,http://twitter.com/ryeseeley,True,None,475440226354360320,en,2203,06/08/14,ryeseeley,http://twitter.com/ryeseeley/status/475440226354360320,False,Eastern Time (US & Canada),None,@USATODAY #kaiserpermanente will let people w/#Hemophilia/#bleedingdisorders die rather than give life saving meds http://t.co/nCM6aEVupq,559,7.6077595,None,"Tampa, FL Area ",http://twitter.com/RyeSeeley/status/475440226354360320,0,23
