hashtags,id,retweeted,coordinates,content,followers_count,score,location,retweet_count,listed_count,favorited,utc_offset,description,user_mentions,trackback_author_url,geo_enabled,geo,lang,favourites_count,firstpost_date,url,time_zone,place,trackback_author_nick,trackback_permalink
glutenfree~coeliac~celiac,473101635871604736,False,None,"“What you need to know about #glutenfree"" http://t.co/U4Xtek6ui3 #coeliac #celiac @FeelFreeGF",11,7.5719895,,0,0,False,None,"Why do we share food, and how does diet affect our connection to others? We'll explore the impact of dietary restrictions on our relationships.",FeelFreeGF,http://twitter.com/eatingwithother,False,None,en,0,06/01/14,http://twitter.com/eatingwithother/status/473101635871604736,None,None,eatingwithother,http://twitter.com/eatingwithother/status/473101635871604736
breakingbreadhabits~celiac~gfree~nondairy~glutenfree~glutenisthedevil,473102802110017537,False,None,#breakingbreadhabits afternoon snack #celiac #gfree #nondairy #glutenfree #glutenisthedevil… http://t.co/DvWVPE7K0M,59,8.601733,Budapest,1,0,False,7200,Phatcamping it up like it ain't nothing but the Wild Wild East,,http://twitter.com/phatcamper,True,None,en,189,06/01/14,http://twitter.com/phatcamper/status/473102802110017537,Budapest,None,phatcamper,http://twitter.com/PhatCamper/status/473102802110017537
CeliacProject~celiac,473105091344740352,False,None,@JimRidker Thanks for being a part of The #CeliacProject your support will help us raise so much #celiac awareness!,795,7.237685,Illinois,0,13,False,None,A personal documentary project showcasing the extraordinary lives of #celiac and those with #gluten issues to get real answers and live their best!,JimRidker,http://twitter.com/celiacproject,True,None,en,376,06/01/14,http://twitter.com/celiacproject/status/473105091344740352,None,None,celiacproject,http://twitter.com/CeliacProject/status/473105091344740352
breakingbreadhabits~celiac~gfree~nondairy~glutenfree~glutenisthedevil,473105774127108096,False,None,RT @PhatCamper: #breakingbreadhabits afternoon snack #celiac #gfree #nondairy #glutenfree #glutenisthedevil… http://t.co/DvWVPE7K0M,139,6.8119974,,1,1,False,-25200,a non dairy kind of queen,PhatCamper,http://twitter.com/nondairyqueen,False,None,en,7,06/01/14,http://twitter.com/nondairyqueen/status/473105774127108096,Pacific Time (US & Canada),None,nondairyqueen,http://twitter.com/nondairyqueen/status/473105774127108096
Celiac~CeliacProject,473109525046636544,False,None,@AntiWheatGirl Thanks for all you do for our community raising #Celiac awareness and for your support of the #CeliacProject,795,8.047112,Illinois,1,13,False,None,A personal documentary project showcasing the extraordinary lives of #celiac and those with #gluten issues to get real answers and live their best!,AntiWheatGirl,http://twitter.com/celiacproject,True,None,en,376,06/01/14,http://twitter.com/celiacproject/status/473109525046636544,None,None,celiacproject,http://twitter.com/CeliacProject/status/473109525046636544
glutenfree~gf~celiac,473113217959747584,False,None,RT @GlutenFrGo2Lady: This Pineapple Upside-down cake is #glutenfree and looks so good! http://t.co/HL1izcKLmQ @jackieourman #gf #celiac,1000,6.8593464,,1,28,False,None,"@ICECulinary grad, @BonAppetit Alum, chef, mom and advocate for #celiac and #foodallergies. #gfree/#allergy-friendly #recipes and resources on my blog",GlutenFrGo2Lady~JackieOurman,http://twitter.com/jackieourman,False,None,en,1693,06/01/14,http://twitter.com/jackieourman/status/473113217959747584,None,None,jackieourman,http://twitter.com/JackieOurman/status/473113217959747584
coeliac~celiac~glutenfree~GF,473114303898615808,False,None,This week we mention: @CeliacNic @_Brunch_ @McGowanKim @GemJoys http://t.co/bNe5LMo8ZR #coeliac #celiac #glutenfree #GF,2063,8.439774,Worldwide - from London. ,3,43,False,3600,"The world's only weekly c(o)eliac / glutenfree show. Help, health & advice on your gfree life. Stream/download: iTunes, YouTube & http://t.co/gtJuJXemXM",CeliacNic~_Brunch_~McGowanKim~gemjoys,http://twitter.com/gfreeradio,False,None,en,554,06/01/14,http://twitter.com/gfreeradio/status/473114303898615808,London,None,gfreeradio,http://twitter.com/GFreeRadio/status/473114303898615808
glutenfree~celiac,473114607427387392,False,None,"Yes, you CAN still have beer when you are #glutenfree &amp; #celiac! Try @NewPlanetBeer with @CeliacBeast! http://t.co/6O54XPJW7v",1016,10.385366,,0,22,False,-18000,"I have grown to like the DC area, but not the traffic. I live on coffee and work too much- I tweet sweeps and contests for fun/relaxation from daily grind",newplanetbeer~CeliacBeast,http://twitter.com/mermont84,False,None,en,670,06/01/14,http://twitter.com/mermont84/status/473114607427387392,Central Time (US & Canada),None,mermont84,http://twitter.com/mermont84/status/473114607427387392
celiac,473115887877120000,False,None,Check out @rudisglutenfree new products with @CeliacBeast and win for #celiac disease awareness month! http://t.co/Rgl0rCahrf,1016,10.653847,,0,22,False,-18000,"I have grown to like the DC area, but not the traffic. I live on coffee and work too much- I tweet sweeps and contests for fun/relaxation from daily grind",rudisglutenfree~CeliacBeast,http://twitter.com/mermont84,False,None,en,670,06/01/14,http://twitter.com/mermont84/status/473115887877120000,Central Time (US & Canada),None,mermont84,http://twitter.com/mermont84/status/473115887877120000
organic~glutenfree~Celiac,473115979430371328,False,None,Win a variety box of @Ginnybakes #organic #glutenfree cookies with @CeliacBeast for #Celiac Awareness Month! http://t.co/sMspwZmg7T,1016,10.37306,,0,22,False,-18000,"I have grown to like the DC area, but not the traffic. I live on coffee and work too much- I tweet sweeps and contests for fun/relaxation from daily grind",ginnybakes~CeliacBeast,http://twitter.com/mermont84,False,None,en,670,06/01/14,http://twitter.com/mermont84/status/473115979430371328,Central Time (US & Canada),None,mermont84,http://twitter.com/mermont84/status/473115979430371328
celiac~glutenfree,473116982473420800,False,None,RT @Coeliac_UK: Do you know which tests your child should have in their follow up appointments? Find out here: http://t.co/VwMHyYm3Pl #celi…,181,7.137777,,4,2,False,None,,Coeliac_UK,http://twitter.com/coeliacliv,False,None,en,33,06/01/14,http://twitter.com/coeliacliv/status/473116982473420800,None,None,coeliacliv,http://twitter.com/Coeliacliv/status/473116982473420800
Celiac~CeliacProject,473117469951811584,False,None,@AntiWheatGirl Thanks for all the great work you do raising #Celiac awareness and thanks for supporting The #CeliacProject,795,7.218284,Illinois,0,13,False,None,A personal documentary project showcasing the extraordinary lives of #celiac and those with #gluten issues to get real answers and live their best!,AntiWheatGirl,http://twitter.com/celiacproject,True,None,en,376,06/01/14,http://twitter.com/celiacproject/status/473117469951811584,None,None,celiacproject,http://twitter.com/CeliacProject/status/473117469951811584
celiacawarenessmonth~celiac~glutenfree~notafad,473120561410084864,False,None,#celiacawarenessmonth may be over but advocacy never ends. Tell people you have #celiac and you are #glutenfree for a reason. #notafad,5501,12.695809,"New York, NY",8,232,False,-14400,Living with Celiac Disease and gluten-free since 1981. Blogger at Gluten-Free Fun. Leader of NYC Celiac Meetup Group. Also tweet at @gfglobetrotter.,,http://twitter.com/gfreefun,True,None,en,1511,06/01/14,http://twitter.com/gfreefun/status/473120561410084864,Eastern Time (US & Canada),None,gfreefun,http://twitter.com/gfreefun/status/473120561410084864
celiac~CeliacStomp,473120868420165633,False,None,"Important to establish a management plan with patients: explain #celiac, press for GF diet, refer to expert dietician... 1/2 #CeliacStomp",1114,7.0179143,"Mississauga, Ontario",0,25,False,None,The Official Twitter account of the Canadian Celiac Association - the national voice for people adversely affected by gluten. RTs ≠ endorsement.,,http://twitter.com/ccaceliac,False,None,en,53,06/01/14,http://twitter.com/ccaceliac/status/473120868420165633,None,None,ccaceliac,http://twitter.com/CCAceliac/status/473120868420165633
celiacawarenessmonth~celiac~glutenfree~notafad,473120962410708992,False,None,RT @gfreefun: #celiacawarenessmonth may be over but advocacy never ends. Tell people you have #celiac and you are #glutenfree for a reason.…,51,7.0167274,,8,0,False,None,,gfreefun,http://twitter.com/cindinati,False,None,en,5,06/01/14,http://twitter.com/cindinati/status/473120962410708992,None,None,cindinati,http://twitter.com/Cindinati/status/473120962410708992
celiac~CeliacStomp,473123113732177920,False,None,"For me personally, I was sent to a dietician who knew less about #celiac than me and gastro never followed up. Wrong way to go. #CeliacStomp",1114,7.180012,"Mississauga, Ontario",0,25,False,None,The Official Twitter account of the Canadian Celiac Association - the national voice for people adversely affected by gluten. RTs ≠ endorsement.,,http://twitter.com/ccaceliac,False,None,en,53,06/01/14,http://twitter.com/ccaceliac/status/473123113732177920,None,None,ccaceliac,http://twitter.com/CCAceliac/status/473123113732177920
glutenfree~celiac~CeliacStomp,473124410208288768,False,None,Murray is engaged in further study of people who report symptoms despite seemingly strict adherence 2 #glutenfree diet. #celiac #CeliacStomp,1114,6.9270916,"Mississauga, Ontario",0,25,False,None,The Official Twitter account of the Canadian Celiac Association - the national voice for people adversely affected by gluten. RTs ≠ endorsement.,,http://twitter.com/ccaceliac,False,None,en,53,06/01/14,http://twitter.com/ccaceliac/status/473124410208288768,None,None,ccaceliac,http://twitter.com/CCAceliac/status/473124410208288768
celiac~CeliacStomp,473124662927323136,False,None,"Approach? Murray suggests verifying that it was actually #celiac disease. Re-run biopsy - if no change, alarm bells go off. #CeliacStomp",1114,6.565348,"Mississauga, Ontario",0,25,False,None,The Official Twitter account of the Canadian Celiac Association - the national voice for people adversely affected by gluten. RTs ≠ endorsement.,,http://twitter.com/ccaceliac,False,None,en,53,06/01/14,http://twitter.com/ccaceliac/status/473124662927323136,None,None,ccaceliac,http://twitter.com/CCAceliac/status/473124662927323136
celiac~glutenfree~CeliacStomp,473125049428627456,False,None,"Murray found one patient with ""celiac"" that actually had tropical sprue, not #celiac. She'd spent 10 years eating #glutenfree! #CeliacStomp",1114,6.985825,"Mississauga, Ontario",0,25,False,None,The Official Twitter account of the Canadian Celiac Association - the national voice for people adversely affected by gluten. RTs ≠ endorsement.,,http://twitter.com/ccaceliac,False,None,en,53,06/01/14,http://twitter.com/ccaceliac/status/473125049428627456,None,None,ccaceliac,http://twitter.com/CCAceliac/status/473125049428627456
celiacawarenessmonth~celiac~glutenfree~notafad,473125180605464576,False,None,RT @gfreefun: #celiacawarenessmonth may be over but advocacy never ends. Tell people you have #celiac and you are #glutenfree for a reason.…,211,7.0167274,London,8,7,False,3600,Diagnosed Celiac. Living gluten-free. Recovery ED. Fashion Lover.  Healthy Foodie Freak. Cancer Awareness. Organic and Natural,gfreefun,http://twitter.com/amandasagiv,False,None,en,437,06/01/14,http://twitter.com/amandasagiv/status/473125180605464576,London,None,amandasagiv,http://twitter.com/amandasagiv/status/473125180605464576
celiac~CeliacStomp,473126028068802563,False,None,Murray: 1 patient had drug induced enteritis - a blood pressure drug caused intestinal damage that was misdiagnosed as #celiac. #CeliacStomp,1114,6.6996064,"Mississauga, Ontario",0,25,False,None,The Official Twitter account of the Canadian Celiac Association - the national voice for people adversely affected by gluten. RTs ≠ endorsement.,,http://twitter.com/ccaceliac,False,None,en,53,06/01/14,http://twitter.com/ccaceliac/status/473126028068802563,None,None,ccaceliac,http://twitter.com/CCAceliac/status/473126028068802563
celiac~CeliacStomp,473127494170968064,False,None,"Murray cites Leffler study 4 causes of non-responsive #celiac, incl. gluten exposure, eating disorders, colitis, refractory CD. #CeliacStomp",1114,6.523951,"Mississauga, Ontario",0,25,False,None,The Official Twitter account of the Canadian Celiac Association - the national voice for people adversely affected by gluten. RTs ≠ endorsement.,,http://twitter.com/ccaceliac,False,None,en,53,06/01/14,http://twitter.com/ccaceliac/status/473127494170968064,None,None,ccaceliac,http://twitter.com/CCAceliac/status/473127494170968064
celiac~CeliacStomp,473127713537273856,False,None,Murray: Lymphoma the most feared result of non-responsive #celiac patient. Must check to rule it out. #CeliacStomp,1114,7.7373347,"Mississauga, Ontario",1,25,False,None,The Official Twitter account of the Canadian Celiac Association - the national voice for people adversely affected by gluten. RTs ≠ endorsement.,,http://twitter.com/ccaceliac,False,None,en,53,06/01/14,http://twitter.com/ccaceliac/status/473127713537273856,None,None,ccaceliac,http://twitter.com/CCAceliac/status/473127713537273856
celiacawarenessmonth~celiac~glutenfree~notafad,473127830679592961,False,None,RT @gfreefun: #celiacawarenessmonth may be over but advocacy never ends. Tell people you have #celiac and you are #glutenfree for a reason.…,1114,7.0167274,"Mississauga, Ontario",8,25,False,None,The Official Twitter account of the Canadian Celiac Association - the national voice for people adversely affected by gluten. RTs ≠ endorsement.,gfreefun,http://twitter.com/ccaceliac,False,None,en,53,06/01/14,http://twitter.com/ccaceliac/status/473127830679592961,None,None,ccaceliac,http://twitter.com/CCAceliac/status/473127830679592961
gfree~Cumbria~coeliac~celiac~glutenfree~GF,473128158494203904,False,None,"The vegetarian, vegan and #gfree café in #Cumbria - @elephantcamel: http://t.co/bNe5LMo8ZR #coeliac #celiac #glutenfree #GF",2063,6.7822514,Worldwide - from London. ,0,43,False,3600,"The world's only weekly c(o)eliac / glutenfree show. Help, health & advice on your gfree life. Stream/download: iTunes, YouTube & http://t.co/gtJuJXemXM",elephantcamel,http://twitter.com/gfreeradio,False,None,en,554,06/01/14,http://twitter.com/gfreeradio/status/473128158494203904,London,None,gfreeradio,http://twitter.com/GFreeRadio/status/473128158494203904
celiac~CeliacStomp,473128229226938369,False,None,Murray: Nutritional management key to avoid possible mortality in non-responsive #celiac patients. Review diet in-depth. #CeliacStomp,1114,7.544915,"Mississauga, Ontario",1,25,False,None,The Official Twitter account of the Canadian Celiac Association - the national voice for people adversely affected by gluten. RTs ≠ endorsement.,,http://twitter.com/ccaceliac,False,None,en,53,06/01/14,http://twitter.com/ccaceliac/status/473128229226938369,None,None,ccaceliac,http://twitter.com/CCAceliac/status/473128229226938369
celiac~CeliacStomp,473128490758590464,False,None,Murray: Refractory sprue rare. Includes symptomatic malabsorption and severe enteropathy. Can incr lymphoma chance. #celiac #CeliacStomp,1114,6.5804768,"Mississauga, Ontario",0,25,False,None,The Official Twitter account of the Canadian Celiac Association - the national voice for people adversely affected by gluten. RTs ≠ endorsement.,,http://twitter.com/ccaceliac,False,None,en,53,06/01/14,http://twitter.com/ccaceliac/status/473128490758590464,None,None,ccaceliac,http://twitter.com/CCAceliac/status/473128490758590464
celiac~CeliacStomp,473129252570038272,False,None,"Murray: Therapies for #celiac in development, including enzymes, protease, special probiotics, tolerance-inducing vaccine, more #CeliacStomp",1114,6.647788,"Mississauga, Ontario",0,25,False,None,The Official Twitter account of the Canadian Celiac Association - the national voice for people adversely affected by gluten. RTs ≠ endorsement.,,http://twitter.com/ccaceliac,False,None,en,53,06/01/14,http://twitter.com/ccaceliac/status/473129252570038272,None,None,ccaceliac,http://twitter.com/CCAceliac/status/473129252570038272
celiac~CeliacStomp,473130573796347905,False,None,RT @CCAceliac: Murray: Lymphoma the most feared result of non-responsive #celiac patient. Must check to rule it out. #CeliacStomp,1263,6.7580585,USA & Canada,1,17,False,None,A Smart #GlutenFree Online Store committed to Healthy Living & Healthy Choices. Created by the Founders of @Smart_Kitchen @alergenfreegals & @GlutenFreeFind,CCAceliac,http://twitter.com/gfreesmartstore,False,None,en,1303,06/01/14,http://twitter.com/gfreesmartstore/status/473130573796347905,None,None,gfreesmartstore,http://twitter.com/GFreeSmartStore/status/473130573796347905
