favorited,utc_offset,description,user_mentions,hashtag,trackback_author_url,geo_enabled,geo,id,lang,favourites_count,firstpost_date,trackback_author_nick,url,retweeted,time_zone,coordinates,content,followers_count,score,place,location,trackback_permalink,retweet_count,listed_count
False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",,camp,http://twitter.com/flgprohemo,False,None,473010591544520705,en,46,06/01/14,flgprohemo,http://twitter.com/flgprohemo/status/473010591544520705,False,Mountain Time (US & Canada),None,"Help raise $5,000 for #camp! Go here and comment ""Camp United Hands."" Only vote once! #hemophilia #bleedingdisorders
http://t.co/Pm4zszQMDM",32,7.736565,None,,http://twitter.com/FLGprohemo/status/473010591544520705,0,0
False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",,hemophilia,http://twitter.com/flgprohemo,False,None,473010591544520705,en,46,06/01/14,flgprohemo,http://twitter.com/flgprohemo/status/473010591544520705,False,Mountain Time (US & Canada),None,"Help raise $5,000 for #camp! Go here and comment ""Camp United Hands."" Only vote once! #hemophilia #bleedingdisorders
http://t.co/Pm4zszQMDM",32,7.736565,None,,http://twitter.com/FLGprohemo/status/473010591544520705,0,0
False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",,bleedingdisorders,http://twitter.com/flgprohemo,False,None,473010591544520705,en,46,06/01/14,flgprohemo,http://twitter.com/flgprohemo/status/473010591544520705,False,Mountain Time (US & Canada),None,"Help raise $5,000 for #camp! Go here and comment ""Camp United Hands."" Only vote once! #hemophilia #bleedingdisorders
http://t.co/Pm4zszQMDM",32,7.736565,None,,http://twitter.com/FLGprohemo/status/473010591544520705,0,0
False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,hemophiliawalk,http://twitter.com/nhf_hemophilia,True,None,473097867465224192,en,156,06/01/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/473097867465224192,False,Eastern Time (US & Canada),None,The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDPH1W,2773,12.703564,None,New York City,http://twitter.com/NHF_Hemophilia/status/473097867465224192,4,94
False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,bleedingdisorders,http://twitter.com/nhf_hemophilia,True,None,473097867465224192,en,156,06/01/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/473097867465224192,False,Eastern Time (US & Canada),None,The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDPH1W,2773,12.703564,None,New York City,http://twitter.com/NHF_Hemophilia/status/473097867465224192,4,94
False,-14400,"Charity Champion. Good News Gal. Food Banker, Yelper, Traveler.  Mama to an awesome young lady and many silly pets.",NHF_Hemophilia,hemophiliawalk,http://twitter.com/charityjen,True,None,473098638768766976,en,350,06/01/14,charityjen,http://twitter.com/charityjen/status/473098638768766976,False,Eastern Time (US & Canada),None,RT @NHF_Hemophilia: The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDP…,1330,10.738077,None,"Raleigh, NC",http://twitter.com/CharityJen/status/473098638768766976,4,95
False,-14400,"Charity Champion. Good News Gal. Food Banker, Yelper, Traveler.  Mama to an awesome young lady and many silly pets.",NHF_Hemophilia,bleedingdisorders,http://twitter.com/charityjen,True,None,473098638768766976,en,350,06/01/14,charityjen,http://twitter.com/charityjen/status/473098638768766976,False,Eastern Time (US & Canada),None,RT @NHF_Hemophilia: The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDP…,1330,10.738077,None,"Raleigh, NC",http://twitter.com/CharityJen/status/473098638768766976,4,95
False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,hemophiliawalk,http://twitter.com/nhf_hemophilia,True,None,473104448605417472,en,156,06/01/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/473104448605417472,False,Eastern Time (US & Canada),None,Melissa Penn Stengal welcomes everyone to the 9th annual NYC #HemophiliaWalk #bleedingdisorders http://t.co/sCRI5vXfBa,2773,11.532976,None,New York City,http://twitter.com/NHF_Hemophilia/status/473104448605417472,1,94
False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,bleedingdisorders,http://twitter.com/nhf_hemophilia,True,None,473104448605417472,en,156,06/01/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/473104448605417472,False,Eastern Time (US & Canada),None,Melissa Penn Stengal welcomes everyone to the 9th annual NYC #HemophiliaWalk #bleedingdisorders http://t.co/sCRI5vXfBa,2773,11.532976,None,New York City,http://twitter.com/NHF_Hemophilia/status/473104448605417472,1,94
False,None,,NHF_Hemophilia,hemophiliawalk,http://twitter.com/lopez09091960,True,None,473104476266835968,fr,15,06/01/14,lopez09091960,http://twitter.com/lopez09091960/status/473104476266835968,False,None,None,RT @NHF_Hemophilia: The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDP…,70,7.521139,None,,http://twitter.com/Lopez09091960/status/473104476266835968,4,1
False,None,,NHF_Hemophilia,bleedingdisorders,http://twitter.com/lopez09091960,True,None,473104476266835968,fr,15,06/01/14,lopez09091960,http://twitter.com/lopez09091960/status/473104476266835968,False,None,None,RT @NHF_Hemophilia: The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDP…,70,7.521139,None,,http://twitter.com/Lopez09091960/status/473104476266835968,4,1
False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,hemophiliawalk,http://twitter.com/nhf_hemophilia,True,None,473109897190461440,en,156,06/01/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/473109897190461440,False,Eastern Time (US & Canada),None,We're walking in NYC at the NYC #HemophiliaWalk  #bleedingdisorders #hemophilia http://t.co/bTzRl7uwKO,2773,12.122782,None,New York City,http://twitter.com/NHF_Hemophilia/status/473109897190461440,2,94
False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,bleedingdisorders,http://twitter.com/nhf_hemophilia,True,None,473109897190461440,en,156,06/01/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/473109897190461440,False,Eastern Time (US & Canada),None,We're walking in NYC at the NYC #HemophiliaWalk  #bleedingdisorders #hemophilia http://t.co/bTzRl7uwKO,2773,12.122782,None,New York City,http://twitter.com/NHF_Hemophilia/status/473109897190461440,2,94
False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,hemophilia,http://twitter.com/nhf_hemophilia,True,None,473109897190461440,en,156,06/01/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/473109897190461440,False,Eastern Time (US & Canada),None,We're walking in NYC at the NYC #HemophiliaWalk  #bleedingdisorders #hemophilia http://t.co/bTzRl7uwKO,2773,12.122782,None,New York City,http://twitter.com/NHF_Hemophilia/status/473109897190461440,2,94
False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",NHF_Hemophilia,hemophiliawalk,http://twitter.com/flgprohemo,False,None,473113409207021568,en,46,06/01/14,flgprohemo,http://twitter.com/flgprohemo/status/473113409207021568,False,Mountain Time (US & Canada),None,RT @NHF_Hemophilia: We're walking in NYC at the NYC #HemophiliaWalk  #bleedingdisorders #hemophilia http://t.co/bTzRl7uwKO,32,7.543497,None,,http://twitter.com/FLGprohemo/status/473113409207021568,2,0
False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",NHF_Hemophilia,bleedingdisorders,http://twitter.com/flgprohemo,False,None,473113409207021568,en,46,06/01/14,flgprohemo,http://twitter.com/flgprohemo/status/473113409207021568,False,Mountain Time (US & Canada),None,RT @NHF_Hemophilia: We're walking in NYC at the NYC #HemophiliaWalk  #bleedingdisorders #hemophilia http://t.co/bTzRl7uwKO,32,7.543497,None,,http://twitter.com/FLGprohemo/status/473113409207021568,2,0
False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",NHF_Hemophilia,hemophilia,http://twitter.com/flgprohemo,False,None,473113409207021568,en,46,06/01/14,flgprohemo,http://twitter.com/flgprohemo/status/473113409207021568,False,Mountain Time (US & Canada),None,RT @NHF_Hemophilia: We're walking in NYC at the NYC #HemophiliaWalk  #bleedingdisorders #hemophilia http://t.co/bTzRl7uwKO,32,7.543497,None,,http://twitter.com/FLGprohemo/status/473113409207021568,2,0
False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",NHF_Hemophilia,hemophiliawalk,http://twitter.com/flgprohemo,False,None,473113505751519232,en,46,06/01/14,flgprohemo,http://twitter.com/flgprohemo/status/473113505751519232,False,Mountain Time (US & Canada),None,RT @NHF_Hemophilia: The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDP…,32,7.521139,None,,http://twitter.com/FLGprohemo/status/473113505751519232,4,0
False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",NHF_Hemophilia,bleedingdisorders,http://twitter.com/flgprohemo,False,None,473113505751519232,en,46,06/01/14,flgprohemo,http://twitter.com/flgprohemo/status/473113505751519232,False,Mountain Time (US & Canada),None,RT @NHF_Hemophilia: The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDP…,32,7.521139,None,,http://twitter.com/FLGprohemo/status/473113505751519232,4,0
False,None,,NHF_Hemophilia,hemophiliawalk,http://twitter.com/lopez09091960,True,None,473121531300970496,fr,15,06/01/14,lopez09091960,http://twitter.com/lopez09091960/status/473121531300970496,False,None,None,RT @NHF_Hemophilia: We're walking in NYC at the NYC #HemophiliaWalk  #bleedingdisorders #hemophilia http://t.co/bTzRl7uwKO,70,7.543497,None,,http://twitter.com/Lopez09091960/status/473121531300970496,2,1
False,None,,NHF_Hemophilia,bleedingdisorders,http://twitter.com/lopez09091960,True,None,473121531300970496,fr,15,06/01/14,lopez09091960,http://twitter.com/lopez09091960/status/473121531300970496,False,None,None,RT @NHF_Hemophilia: We're walking in NYC at the NYC #HemophiliaWalk  #bleedingdisorders #hemophilia http://t.co/bTzRl7uwKO,70,7.543497,None,,http://twitter.com/Lopez09091960/status/473121531300970496,2,1
False,None,,NHF_Hemophilia,hemophilia,http://twitter.com/lopez09091960,True,None,473121531300970496,fr,15,06/01/14,lopez09091960,http://twitter.com/lopez09091960/status/473121531300970496,False,None,None,RT @NHF_Hemophilia: We're walking in NYC at the NYC #HemophiliaWalk  #bleedingdisorders #hemophilia http://t.co/bTzRl7uwKO,70,7.543497,None,,http://twitter.com/Lopez09091960/status/473121531300970496,2,1
False,None,"Happily married mother of 2, daughter and I both have Platelet Storage Pool Disorder,  a rare bleeding disorder that we are trying to raise awareness about!",,bleedingdisorders,http://twitter.com/kpeepe,False,None,473277796169416704,en,76,06/02/14,kpeepe,http://twitter.com/kpeepe/status/473277796169416704,False,None,None,Raising awareness of Platelet Storage Pool Deficiency http://t.co/mpWZmXBaWt #bleedingdisorders #hemophilia #rarediseases #atouchofscarlett,117,7.2732806,None,,http://twitter.com/kpeepe/status/473277796169416704,0,3
False,None,"Happily married mother of 2, daughter and I both have Platelet Storage Pool Disorder,  a rare bleeding disorder that we are trying to raise awareness about!",,hemophilia,http://twitter.com/kpeepe,False,None,473277796169416704,en,76,06/02/14,kpeepe,http://twitter.com/kpeepe/status/473277796169416704,False,None,None,Raising awareness of Platelet Storage Pool Deficiency http://t.co/mpWZmXBaWt #bleedingdisorders #hemophilia #rarediseases #atouchofscarlett,117,7.2732806,None,,http://twitter.com/kpeepe/status/473277796169416704,0,3
False,None,"Happily married mother of 2, daughter and I both have Platelet Storage Pool Disorder,  a rare bleeding disorder that we are trying to raise awareness about!",,rarediseases,http://twitter.com/kpeepe,False,None,473277796169416704,en,76,06/02/14,kpeepe,http://twitter.com/kpeepe/status/473277796169416704,False,None,None,Raising awareness of Platelet Storage Pool Deficiency http://t.co/mpWZmXBaWt #bleedingdisorders #hemophilia #rarediseases #atouchofscarlett,117,7.2732806,None,,http://twitter.com/kpeepe/status/473277796169416704,0,3
False,None,"Happily married mother of 2, daughter and I both have Platelet Storage Pool Disorder,  a rare bleeding disorder that we are trying to raise awareness about!",,atouchofscarlett,http://twitter.com/kpeepe,False,None,473277796169416704,en,76,06/02/14,kpeepe,http://twitter.com/kpeepe/status/473277796169416704,False,None,None,Raising awareness of Platelet Storage Pool Deficiency http://t.co/mpWZmXBaWt #bleedingdisorders #hemophilia #rarediseases #atouchofscarlett,117,7.2732806,None,,http://twitter.com/kpeepe/status/473277796169416704,0,3
False,None,,NHF_Hemophilia,hemophiliawalk,http://twitter.com/lacorte_lacorte,False,None,473435914195066881,en,0,06/02/14,lacorte_lacorte,http://twitter.com/lacorte_lacorte/status/473435914195066881,False,None,None,RT @NHF_Hemophilia: Melissa Penn Stengal welcomes everyone to the 9th annual NYC #HemophiliaWalk #bleedingdisorders http://t.co/sCRI5vXfBa,3,7.3912416,None,,http://twitter.com/lacorte_lacorte/status/473435914195066881,1,0
False,None,,NHF_Hemophilia,bleedingdisorders,http://twitter.com/lacorte_lacorte,False,None,473435914195066881,en,0,06/02/14,lacorte_lacorte,http://twitter.com/lacorte_lacorte/status/473435914195066881,False,None,None,RT @NHF_Hemophilia: Melissa Penn Stengal welcomes everyone to the 9th annual NYC #HemophiliaWalk #bleedingdisorders http://t.co/sCRI5vXfBa,3,7.3912416,None,,http://twitter.com/lacorte_lacorte/status/473435914195066881,1,0
False,None,,NHF_Hemophilia,hemophiliawalk,http://twitter.com/lacorte_lacorte,False,None,473435952656822272,en,0,06/02/14,lacorte_lacorte,http://twitter.com/lacorte_lacorte/status/473435952656822272,False,None,None,RT @NHF_Hemophilia: The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDP…,3,7.521139,None,,http://twitter.com/lacorte_lacorte/status/473435952656822272,4,0
False,None,,NHF_Hemophilia,bleedingdisorders,http://twitter.com/lacorte_lacorte,False,None,473435952656822272,en,0,06/02/14,lacorte_lacorte,http://twitter.com/lacorte_lacorte/status/473435952656822272,False,None,None,RT @NHF_Hemophilia: The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDP…,3,7.521139,None,,http://twitter.com/lacorte_lacorte/status/473435952656822272,4,0
False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,bleedingdisorders,http://twitter.com/nhf_hemophilia,True,None,473485019135373312,en,156,06/02/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/473485019135373312,False,Eastern Time (US & Canada),None,NHF’s ACT Initiative helps strengthen chapters: http://t.co/2UJFyHgKSN #bleedingdisorders #hemophilia,2773,10.735453,None,New York City,http://twitter.com/NHF_Hemophilia/status/473485019135373312,0,94
False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,hemophilia,http://twitter.com/nhf_hemophilia,True,None,473485019135373312,en,156,06/02/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/473485019135373312,False,Eastern Time (US & Canada),None,NHF’s ACT Initiative helps strengthen chapters: http://t.co/2UJFyHgKSN #bleedingdisorders #hemophilia,2773,10.735453,None,New York City,http://twitter.com/NHF_Hemophilia/status/473485019135373312,0,94
False,-14400,"Dedicated to serving the needs of the bleeding disorder community through education, advocacy and the support of research to find a cure",,hemophilia,http://twitter.com/vahemophilia,False,None,473505831267622912,en,33,06/02/14,vahemophilia,http://twitter.com/vahemophilia/status/473505831267622912,False,Eastern Time (US & Canada),None,RSVP Deadline Extended to June 4th for our Statewide Annual Educational Meeting #hemophilia #bleedingdisorders http://t.co/M9TykhHPfN,546,7.659399,None,Virginia,http://twitter.com/VAHemophilia/status/473505831267622912,0,20
False,-14400,"Dedicated to serving the needs of the bleeding disorder community through education, advocacy and the support of research to find a cure",,bleedingdisorders,http://twitter.com/vahemophilia,False,None,473505831267622912,en,33,06/02/14,vahemophilia,http://twitter.com/vahemophilia/status/473505831267622912,False,Eastern Time (US & Canada),None,RSVP Deadline Extended to June 4th for our Statewide Annual Educational Meeting #hemophilia #bleedingdisorders http://t.co/M9TykhHPfN,546,7.659399,None,Virginia,http://twitter.com/VAHemophilia/status/473505831267622912,0,20
False,-25200,"Hemophilia Foundation of Northern California - non-profit, volunteer-run organization serving the needs of people with hemophilia and related bleeding disorders",SonnyGray2~Athletics~hemophiliafed,dadsinaction,http://twitter.com/hemofoundation,False,None,473556561294819328,en,43,06/02/14,hemofoundation,http://twitter.com/hemofoundation/status/473556561294819328,False,Pacific Time (US & Canada),None,Our #DadsInAction #bleedingdisorders group had a great time seeing @SonnyGray2 &amp; the @Athletics shut down the Angels! Thanks @hemophiliafed!,225,7.2027545,None,"Emeryville, CA",http://twitter.com/HemoFoundation/status/473556561294819328,0,2
False,-25200,"Hemophilia Foundation of Northern California - non-profit, volunteer-run organization serving the needs of people with hemophilia and related bleeding disorders",SonnyGray2~Athletics~hemophiliafed,bleedingdisorders,http://twitter.com/hemofoundation,False,None,473556561294819328,en,43,06/02/14,hemofoundation,http://twitter.com/hemofoundation/status/473556561294819328,False,Pacific Time (US & Canada),None,Our #DadsInAction #bleedingdisorders group had a great time seeing @SonnyGray2 &amp; the @Athletics shut down the Angels! Thanks @hemophiliafed!,225,7.2027545,None,"Emeryville, CA",http://twitter.com/HemoFoundation/status/473556561294819328,0,2
False,None,http://t.co/RaMLkk4LL2 & http://t.co/7l2fujEFPp - your source for #bleeding news! #bleeding #clotting #hemophilia #blood #disorders #vwd #pharma #DVT #PE #news,,hemophilia,http://twitter.com/webleedonline,False,None,473895962683768835,en,258,06/03/14,webleedonline,http://twitter.com/webleedonline/status/473895962683768835,False,None,None,WEBLEED REPORT--&gt;British road racing cyclist Alex Dowsett sets new time record. #hemophilia #bleedingdisorders http://t.co/OgKT1Jr3MT,209,7.176222,None,webleed.org,http://twitter.com/WeBleedOnline/status/473895962683768835,0,8
False,None,http://t.co/RaMLkk4LL2 & http://t.co/7l2fujEFPp - your source for #bleeding news! #bleeding #clotting #hemophilia #blood #disorders #vwd #pharma #DVT #PE #news,,bleedingdisorders,http://twitter.com/webleedonline,False,None,473895962683768835,en,258,06/03/14,webleedonline,http://twitter.com/webleedonline/status/473895962683768835,False,None,None,WEBLEED REPORT--&gt;British road racing cyclist Alex Dowsett sets new time record. #hemophilia #bleedingdisorders http://t.co/OgKT1Jr3MT,209,7.176222,None,webleed.org,http://twitter.com/WeBleedOnline/status/473895962683768835,0,8
False,None,http://t.co/RaMLkk4LL2 & http://t.co/7l2fujEFPp - your source for #bleeding news! #bleeding #clotting #hemophilia #blood #disorders #vwd #pharma #DVT #PE #news,,event,http://twitter.com/webleedonline,False,None,473896213759021058,en,258,06/03/14,webleedonline,http://twitter.com/webleedonline/status/473896213759021058,False,None,None,Have an event you wish to share on our #event calendar? Click the link here---&gt; http://t.co/lAIHxYBEJX  #bleedingdisorders,209,7.4893346,None,webleed.org,http://twitter.com/WeBleedOnline/status/473896213759021058,0,8
False,None,http://t.co/RaMLkk4LL2 & http://t.co/7l2fujEFPp - your source for #bleeding news! #bleeding #clotting #hemophilia #blood #disorders #vwd #pharma #DVT #PE #news,,bleedingdisorders,http://twitter.com/webleedonline,False,None,473896213759021058,en,258,06/03/14,webleedonline,http://twitter.com/webleedonline/status/473896213759021058,False,None,None,Have an event you wish to share on our #event calendar? Click the link here---&gt; http://t.co/lAIHxYBEJX  #bleedingdisorders,209,7.4893346,None,webleed.org,http://twitter.com/WeBleedOnline/status/473896213759021058,0,8
False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,bleedingdisorders,http://twitter.com/nhf_hemophilia,True,None,473910580949291008,en,156,06/03/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/473910580949291008,False,Eastern Time (US & Canada),None,Women with #bleedingdisorders need to know if they’re susceptible to ovarian cysts and how to manage them. http://t.co/GIPgaqks5v,2773,12.212055,None,New York City,http://twitter.com/NHF_Hemophilia/status/473910580949291008,2,94
False,-18000,"Bueno o malo, todo es una experiencia de vida.",NHF_Hemophilia,bleedingdisorders,http://twitter.com/teregarcialee,True,None,473922140535009280,es,170,06/03/14,teregarcialee,http://twitter.com/teregarcialee/status/473922140535009280,False,Mexico City,None,RT @NHF_Hemophilia: Women with #bleedingdisorders need to know if they’re susceptible to ovarian cysts and how to manage them. http://t.co/…,133,7.6298676,None,,http://twitter.com/teregarcialee/status/473922140535009280,2,0
False,None,To enhance the quality of life for people with rare bleeding disorders in the state of New Mexico.,NHF_Hemophilia,bleedingdisorders,http://twitter.com/sdonmbleeders,False,None,473945184493764608,en,141,06/03/14,sdonmbleeders,http://twitter.com/sdonmbleeders/status/473945184493764608,False,None,None,RT @NHF_Hemophilia: Women with #bleedingdisorders need to know if they’re susceptible to ovarian cysts and how to manage them. http://t.co/…,30,7.6298676,None,"Albuquerque, NM",http://twitter.com/SDONMbleeders/status/473945184493764608,2,1
False,-25200,"Hemophilia Foundation of Northern California - non-profit, volunteer-run organization serving the needs of people with hemophilia and related bleeding disorders",NHF_Hemophilia,español,http://twitter.com/hemofoundation,False,None,474226863834144769,en,43,06/04/14,hemofoundation,http://twitter.com/hemofoundation/status/474226863834144769,False,Pacific Time (US & Canada),None,"Steps for Living is now completely en #Español! Thanks @NHF_Hemophilia! #hemophilia #bleedingdisorders
http://t.co/PQ32dc5Qyr",225,11.634958,None,"Emeryville, CA",http://twitter.com/HemoFoundation/status/474226863834144769,1,2
False,-25200,"Hemophilia Foundation of Northern California - non-profit, volunteer-run organization serving the needs of people with hemophilia and related bleeding disorders",NHF_Hemophilia,hemophilia,http://twitter.com/hemofoundation,False,None,474226863834144769,en,43,06/04/14,hemofoundation,http://twitter.com/hemofoundation/status/474226863834144769,False,Pacific Time (US & Canada),None,"Steps for Living is now completely en #Español! Thanks @NHF_Hemophilia! #hemophilia #bleedingdisorders
http://t.co/PQ32dc5Qyr",225,11.634958,None,"Emeryville, CA",http://twitter.com/HemoFoundation/status/474226863834144769,1,2
False,-25200,"Hemophilia Foundation of Northern California - non-profit, volunteer-run organization serving the needs of people with hemophilia and related bleeding disorders",NHF_Hemophilia,bleedingdisorders,http://twitter.com/hemofoundation,False,None,474226863834144769,en,43,06/04/14,hemofoundation,http://twitter.com/hemofoundation/status/474226863834144769,False,Pacific Time (US & Canada),None,"Steps for Living is now completely en #Español! Thanks @NHF_Hemophilia! #hemophilia #bleedingdisorders
http://t.co/PQ32dc5Qyr",225,11.634958,None,"Emeryville, CA",http://twitter.com/HemoFoundation/status/474226863834144769,1,2
False,-25200,"The love of my life Bill Murphy Co-Developer & PR for DreamNET, see: http://t.co/G6m0Dx2Mh3. Also support @uneedpsi & Hemophiliacs of America",HemoFoundation~NHF_Hemophilia,español,http://twitter.com/blondeone38,True,None,474229708985364481,en,5578,06/04/14,blondeone38,http://twitter.com/blondeone38/status/474229708985364481,False,Pacific Time (US & Canada),None,"RT @HemoFoundation: Steps for Living is now completely en #Español! Thanks @NHF_Hemophilia! #hemophilia #bleedingdisorders
http://t.co/PQ32…",1887,10.659527,None,California,http://twitter.com/Blondeone38/status/474229708985364481,1,38
False,-25200,"The love of my life Bill Murphy Co-Developer & PR for DreamNET, see: http://t.co/G6m0Dx2Mh3. Also support @uneedpsi & Hemophiliacs of America",HemoFoundation~NHF_Hemophilia,hemophilia,http://twitter.com/blondeone38,True,None,474229708985364481,en,5578,06/04/14,blondeone38,http://twitter.com/blondeone38/status/474229708985364481,False,Pacific Time (US & Canada),None,"RT @HemoFoundation: Steps for Living is now completely en #Español! Thanks @NHF_Hemophilia! #hemophilia #bleedingdisorders
http://t.co/PQ32…",1887,10.659527,None,California,http://twitter.com/Blondeone38/status/474229708985364481,1,38
False,-25200,"The love of my life Bill Murphy Co-Developer & PR for DreamNET, see: http://t.co/G6m0Dx2Mh3. Also support @uneedpsi & Hemophiliacs of America",HemoFoundation~NHF_Hemophilia,bleedingdisorders,http://twitter.com/blondeone38,True,None,474229708985364481,en,5578,06/04/14,blondeone38,http://twitter.com/blondeone38/status/474229708985364481,False,Pacific Time (US & Canada),None,"RT @HemoFoundation: Steps for Living is now completely en #Español! Thanks @NHF_Hemophilia! #hemophilia #bleedingdisorders
http://t.co/PQ32…",1887,10.659527,None,California,http://twitter.com/Blondeone38/status/474229708985364481,1,38
False,None,http://t.co/RaMLkk4LL2 & http://t.co/7l2fujEFPp - your source for #bleeding news! #bleeding #clotting #hemophilia #blood #disorders #vwd #pharma #DVT #PE #news,,bleedingdisorders,http://twitter.com/webleedonline,False,None,474269034536382464,en,258,06/04/14,webleedonline,http://twitter.com/webleedonline/status/474269034536382464,False,None,None,Share your #bleedingdisorders article here ---&gt; http://t.co/uD6ECwTLqN,209,8.736832,None,webleed.org,http://twitter.com/WeBleedOnline/status/474269034536382464,0,8
False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,bleedingdisorders,http://twitter.com/nhf_hemophilia,True,None,474345201440681987,en,156,06/05/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/474345201440681987,False,Eastern Time (US & Canada),None,What you should know when planning to have a baby: http://t.co/6J0ADchked #bleedingdisorders http://t.co/RR4MWZEtBo,2773,12.488785,None,New York City,http://twitter.com/NHF_Hemophilia/status/474345201440681987,1,94
False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",NHF_Hemophilia,bleedingdisorders,http://twitter.com/flgprohemo,False,None,474538350297493505,en,46,06/05/14,flgprohemo,http://twitter.com/flgprohemo/status/474538350297493505,False,Mountain Time (US & Canada),None,RT @NHF_Hemophilia: What you should know when planning to have a baby: http://t.co/6J0ADchked #bleedingdisorders http://t.co/RR4MWZEtBo,32,8.146525,None,,http://twitter.com/FLGprohemo/status/474538350297493505,1,0
False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,hemophilia,http://twitter.com/nhf_hemophilia,True,None,474562222258393088,en,156,06/05/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/474562222258393088,False,Eastern Time (US & Canada),None,We have a new website! Check out http://t.co/bgSsUHsscB to see what's new. #hemophilia #bleedingdisorders,2773,13.140763,None,New York City,http://twitter.com/NHF_Hemophilia/status/474562222258393088,5,94
False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,bleedingdisorders,http://twitter.com/nhf_hemophilia,True,None,474562222258393088,en,156,06/05/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/474562222258393088,False,Eastern Time (US & Canada),None,We have a new website! Check out http://t.co/bgSsUHsscB to see what's new. #hemophilia #bleedingdisorders,2773,13.140763,None,New York City,http://twitter.com/NHF_Hemophilia/status/474562222258393088,5,94
