hashtags,id,retweeted,coordinates,content,followers_count,score,location,retweet_count,listed_count,favorited,utc_offset,description,user_mentions,trackback_author_url,geo_enabled,geo,lang,favourites_count,firstpost_date,url,time_zone,place,trackback_author_nick,trackback_permalink
camp~hemophilia~bleedingdisorders,473010591544520705,False,None,"Help raise $5,000 for #camp! Go here and comment ""Camp United Hands."" Only vote once! #hemophilia #bleedingdisorders
http://t.co/Pm4zszQMDM",32,7.736565,,0,0,False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",,http://twitter.com/flgprohemo,False,None,en,46,06/01/14,http://twitter.com/flgprohemo/status/473010591544520705,Mountain Time (US & Canada),None,flgprohemo,http://twitter.com/FLGprohemo/status/473010591544520705
HemophiliaWalk~bleedingdisorders,473097867465224192,False,None,The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDPH1W,2773,12.703564,New York City,4,94,False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,http://twitter.com/nhf_hemophilia,True,None,en,156,06/01/14,http://twitter.com/nhf_hemophilia/status/473097867465224192,Eastern Time (US & Canada),None,nhf_hemophilia,http://twitter.com/NHF_Hemophilia/status/473097867465224192
HemophiliaWalk~bleedingdisorders,473098638768766976,False,None,RT @NHF_Hemophilia: The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDP…,1330,10.738077,"Raleigh, NC",4,95,False,-14400,"Charity Champion. Good News Gal. Food Banker, Yelper, Traveler.  Mama to an awesome young lady and many silly pets.",NHF_Hemophilia,http://twitter.com/charityjen,True,None,en,350,06/01/14,http://twitter.com/charityjen/status/473098638768766976,Eastern Time (US & Canada),None,charityjen,http://twitter.com/CharityJen/status/473098638768766976
HemophiliaWalk~bleedingdisorders,473104448605417472,False,None,Melissa Penn Stengal welcomes everyone to the 9th annual NYC #HemophiliaWalk #bleedingdisorders http://t.co/sCRI5vXfBa,2773,11.532976,New York City,1,94,False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,http://twitter.com/nhf_hemophilia,True,None,en,156,06/01/14,http://twitter.com/nhf_hemophilia/status/473104448605417472,Eastern Time (US & Canada),None,nhf_hemophilia,http://twitter.com/NHF_Hemophilia/status/473104448605417472
HemophiliaWalk~bleedingdisorders,473104476266835968,False,None,RT @NHF_Hemophilia: The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDP…,70,7.521139,,4,1,False,None,,NHF_Hemophilia,http://twitter.com/lopez09091960,True,None,fr,15,06/01/14,http://twitter.com/lopez09091960/status/473104476266835968,None,None,lopez09091960,http://twitter.com/Lopez09091960/status/473104476266835968
HemophiliaWalk~bleedingdisorders~hemophilia,473109897190461440,False,None,We're walking in NYC at the NYC #HemophiliaWalk  #bleedingdisorders #hemophilia http://t.co/bTzRl7uwKO,2773,12.122782,New York City,2,94,False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,http://twitter.com/nhf_hemophilia,True,None,en,156,06/01/14,http://twitter.com/nhf_hemophilia/status/473109897190461440,Eastern Time (US & Canada),None,nhf_hemophilia,http://twitter.com/NHF_Hemophilia/status/473109897190461440
HemophiliaWalk~bleedingdisorders~hemophilia,473113409207021568,False,None,RT @NHF_Hemophilia: We're walking in NYC at the NYC #HemophiliaWalk  #bleedingdisorders #hemophilia http://t.co/bTzRl7uwKO,32,7.543497,,2,0,False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",NHF_Hemophilia,http://twitter.com/flgprohemo,False,None,en,46,06/01/14,http://twitter.com/flgprohemo/status/473113409207021568,Mountain Time (US & Canada),None,flgprohemo,http://twitter.com/FLGprohemo/status/473113409207021568
HemophiliaWalk~bleedingdisorders,473113505751519232,False,None,RT @NHF_Hemophilia: The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDP…,32,7.521139,,4,0,False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",NHF_Hemophilia,http://twitter.com/flgprohemo,False,None,en,46,06/01/14,http://twitter.com/flgprohemo/status/473113505751519232,Mountain Time (US & Canada),None,flgprohemo,http://twitter.com/FLGprohemo/status/473113505751519232
HemophiliaWalk~bleedingdisorders~hemophilia,473121531300970496,False,None,RT @NHF_Hemophilia: We're walking in NYC at the NYC #HemophiliaWalk  #bleedingdisorders #hemophilia http://t.co/bTzRl7uwKO,70,7.543497,,2,1,False,None,,NHF_Hemophilia,http://twitter.com/lopez09091960,True,None,fr,15,06/01/14,http://twitter.com/lopez09091960/status/473121531300970496,None,None,lopez09091960,http://twitter.com/Lopez09091960/status/473121531300970496
bleedingdisorders~hemophilia~rarediseases~atouchofscarlett,473277796169416704,False,None,Raising awareness of Platelet Storage Pool Deficiency http://t.co/mpWZmXBaWt #bleedingdisorders #hemophilia #rarediseases #atouchofscarlett,117,7.2732806,,0,3,False,None,"Happily married mother of 2, daughter and I both have Platelet Storage Pool Disorder,  a rare bleeding disorder that we are trying to raise awareness about!",,http://twitter.com/kpeepe,False,None,en,76,06/02/14,http://twitter.com/kpeepe/status/473277796169416704,None,None,kpeepe,http://twitter.com/kpeepe/status/473277796169416704
HemophiliaWalk~bleedingdisorders,473435914195066881,False,None,RT @NHF_Hemophilia: Melissa Penn Stengal welcomes everyone to the 9th annual NYC #HemophiliaWalk #bleedingdisorders http://t.co/sCRI5vXfBa,3,7.3912416,,1,0,False,None,,NHF_Hemophilia,http://twitter.com/lacorte_lacorte,False,None,en,0,06/02/14,http://twitter.com/lacorte_lacorte/status/473435914195066881,None,None,lacorte_lacorte,http://twitter.com/lacorte_lacorte/status/473435914195066881
HemophiliaWalk~bleedingdisorders,473435952656822272,False,None,RT @NHF_Hemophilia: The Stuyvesant High School team prepares their team for the NYC #HemophiliaWalk. #bleedingdisorders http://t.co/zYxveDP…,3,7.521139,,4,0,False,None,,NHF_Hemophilia,http://twitter.com/lacorte_lacorte,False,None,en,0,06/02/14,http://twitter.com/lacorte_lacorte/status/473435952656822272,None,None,lacorte_lacorte,http://twitter.com/lacorte_lacorte/status/473435952656822272
bleedingdisorders~hemophilia,473485019135373312,False,None,NHF’s ACT Initiative helps strengthen chapters: http://t.co/2UJFyHgKSN #bleedingdisorders #hemophilia,2773,10.735453,New York City,0,94,False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,http://twitter.com/nhf_hemophilia,True,None,en,156,06/02/14,http://twitter.com/nhf_hemophilia/status/473485019135373312,Eastern Time (US & Canada),None,nhf_hemophilia,http://twitter.com/NHF_Hemophilia/status/473485019135373312
hemophilia~bleedingdisorders,473505831267622912,False,None,RSVP Deadline Extended to June 4th for our Statewide Annual Educational Meeting #hemophilia #bleedingdisorders http://t.co/M9TykhHPfN,546,7.659399,Virginia,0,20,False,-14400,"Dedicated to serving the needs of the bleeding disorder community through education, advocacy and the support of research to find a cure",,http://twitter.com/vahemophilia,False,None,en,33,06/02/14,http://twitter.com/vahemophilia/status/473505831267622912,Eastern Time (US & Canada),None,vahemophilia,http://twitter.com/VAHemophilia/status/473505831267622912
DadsInAction~bleedingdisorders,473556561294819328,False,None,Our #DadsInAction #bleedingdisorders group had a great time seeing @SonnyGray2 &amp; the @Athletics shut down the Angels! Thanks @hemophiliafed!,225,7.2027545,"Emeryville, CA",0,2,False,-25200,"Hemophilia Foundation of Northern California - non-profit, volunteer-run organization serving the needs of people with hemophilia and related bleeding disorders",SonnyGray2~Athletics~hemophiliafed,http://twitter.com/hemofoundation,False,None,en,43,06/02/14,http://twitter.com/hemofoundation/status/473556561294819328,Pacific Time (US & Canada),None,hemofoundation,http://twitter.com/HemoFoundation/status/473556561294819328
hemophilia~bleedingdisorders,473895962683768835,False,None,WEBLEED REPORT--&gt;British road racing cyclist Alex Dowsett sets new time record. #hemophilia #bleedingdisorders http://t.co/OgKT1Jr3MT,209,7.176222,webleed.org,0,8,False,None,http://t.co/RaMLkk4LL2 & http://t.co/7l2fujEFPp - your source for #bleeding news! #bleeding #clotting #hemophilia #blood #disorders #vwd #pharma #DVT #PE #news,,http://twitter.com/webleedonline,False,None,en,258,06/03/14,http://twitter.com/webleedonline/status/473895962683768835,None,None,webleedonline,http://twitter.com/WeBleedOnline/status/473895962683768835
event~bleedingdisorders,473896213759021058,False,None,Have an event you wish to share on our #event calendar? Click the link here---&gt; http://t.co/lAIHxYBEJX  #bleedingdisorders,209,7.4893346,webleed.org,0,8,False,None,http://t.co/RaMLkk4LL2 & http://t.co/7l2fujEFPp - your source for #bleeding news! #bleeding #clotting #hemophilia #blood #disorders #vwd #pharma #DVT #PE #news,,http://twitter.com/webleedonline,False,None,en,258,06/03/14,http://twitter.com/webleedonline/status/473896213759021058,None,None,webleedonline,http://twitter.com/WeBleedOnline/status/473896213759021058
bleedingdisorders,473910580949291008,False,None,Women with #bleedingdisorders need to know if they’re susceptible to ovarian cysts and how to manage them. http://t.co/GIPgaqks5v,2773,12.212055,New York City,2,94,False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,http://twitter.com/nhf_hemophilia,True,None,en,156,06/03/14,http://twitter.com/nhf_hemophilia/status/473910580949291008,Eastern Time (US & Canada),None,nhf_hemophilia,http://twitter.com/NHF_Hemophilia/status/473910580949291008
bleedingdisorders,473922140535009280,False,None,RT @NHF_Hemophilia: Women with #bleedingdisorders need to know if they’re susceptible to ovarian cysts and how to manage them. http://t.co/…,133,7.6298676,,2,0,False,-18000,"Bueno o malo, todo es una experiencia de vida.",NHF_Hemophilia,http://twitter.com/teregarcialee,True,None,es,170,06/03/14,http://twitter.com/teregarcialee/status/473922140535009280,Mexico City,None,teregarcialee,http://twitter.com/teregarcialee/status/473922140535009280
bleedingdisorders,473945184493764608,False,None,RT @NHF_Hemophilia: Women with #bleedingdisorders need to know if they’re susceptible to ovarian cysts and how to manage them. http://t.co/…,30,7.6298676,"Albuquerque, NM",2,1,False,None,To enhance the quality of life for people with rare bleeding disorders in the state of New Mexico.,NHF_Hemophilia,http://twitter.com/sdonmbleeders,False,None,en,141,06/03/14,http://twitter.com/sdonmbleeders/status/473945184493764608,None,None,sdonmbleeders,http://twitter.com/SDONMbleeders/status/473945184493764608
Español~hemophilia~bleedingdisorders,474226863834144769,False,None,"Steps for Living is now completely en #Español! Thanks @NHF_Hemophilia! #hemophilia #bleedingdisorders
http://t.co/PQ32dc5Qyr",225,11.634958,"Emeryville, CA",1,2,False,-25200,"Hemophilia Foundation of Northern California - non-profit, volunteer-run organization serving the needs of people with hemophilia and related bleeding disorders",NHF_Hemophilia,http://twitter.com/hemofoundation,False,None,en,43,06/04/14,http://twitter.com/hemofoundation/status/474226863834144769,Pacific Time (US & Canada),None,hemofoundation,http://twitter.com/HemoFoundation/status/474226863834144769
Español~hemophilia~bleedingdisorders,474229708985364481,False,None,"RT @HemoFoundation: Steps for Living is now completely en #Español! Thanks @NHF_Hemophilia! #hemophilia #bleedingdisorders
http://t.co/PQ32…",1887,10.659527,California,1,38,False,-25200,"The love of my life Bill Murphy Co-Developer & PR for DreamNET, see: http://t.co/G6m0Dx2Mh3. Also support @uneedpsi & Hemophiliacs of America",HemoFoundation~NHF_Hemophilia,http://twitter.com/blondeone38,True,None,en,5578,06/04/14,http://twitter.com/blondeone38/status/474229708985364481,Pacific Time (US & Canada),None,blondeone38,http://twitter.com/Blondeone38/status/474229708985364481
bleedingdisorders,474269034536382464,False,None,Share your #bleedingdisorders article here ---&gt; http://t.co/uD6ECwTLqN,209,8.736832,webleed.org,0,8,False,None,http://t.co/RaMLkk4LL2 & http://t.co/7l2fujEFPp - your source for #bleeding news! #bleeding #clotting #hemophilia #blood #disorders #vwd #pharma #DVT #PE #news,,http://twitter.com/webleedonline,False,None,en,258,06/04/14,http://twitter.com/webleedonline/status/474269034536382464,None,None,webleedonline,http://twitter.com/WeBleedOnline/status/474269034536382464
bleedingdisorders,474345201440681987,False,None,What you should know when planning to have a baby: http://t.co/6J0ADchked #bleedingdisorders http://t.co/RR4MWZEtBo,2773,12.488785,New York City,1,94,False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,http://twitter.com/nhf_hemophilia,True,None,en,156,06/05/14,http://twitter.com/nhf_hemophilia/status/474345201440681987,Eastern Time (US & Canada),None,nhf_hemophilia,http://twitter.com/NHF_Hemophilia/status/474345201440681987
bleedingdisorders,474538350297493505,False,None,RT @NHF_Hemophilia: What you should know when planning to have a baby: http://t.co/6J0ADchked #bleedingdisorders http://t.co/RR4MWZEtBo,32,8.146525,,1,0,False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",NHF_Hemophilia,http://twitter.com/flgprohemo,False,None,en,46,06/05/14,http://twitter.com/flgprohemo/status/474538350297493505,Mountain Time (US & Canada),None,flgprohemo,http://twitter.com/FLGprohemo/status/474538350297493505
hemophilia~bleedingdisorders,474562222258393088,False,None,We have a new website! Check out http://t.co/bgSsUHsscB to see what's new. #hemophilia #bleedingdisorders,2773,13.140763,New York City,5,94,False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,http://twitter.com/nhf_hemophilia,True,None,en,156,06/05/14,http://twitter.com/nhf_hemophilia/status/474562222258393088,Eastern Time (US & Canada),None,nhf_hemophilia,http://twitter.com/NHF_Hemophilia/status/474562222258393088
hemophilia~bleedingdisorders,474562574345043968,False,None,RT @NHF_Hemophilia: We have a new website! Check out http://t.co/bgSsUHsscB to see what's new. #hemophilia #bleedingdisorders,225,7.84758,"Emeryville, CA",5,2,False,-25200,"Hemophilia Foundation of Northern California - non-profit, volunteer-run organization serving the needs of people with hemophilia and related bleeding disorders",NHF_Hemophilia,http://twitter.com/hemofoundation,False,None,en,43,06/05/14,http://twitter.com/hemofoundation/status/474562574345043968,Pacific Time (US & Canada),None,hemofoundation,http://twitter.com/HemoFoundation/status/474562574345043968
Tablet~bleedingdisorders~hemophilia~iPad~Kindle~Android~hemophilia,474572201061269505,False,None,"#Tablet owners-Search for HemAware in your app store for free #bleedingdisorders news, info! #hemophilia #iPad #Kindle #Android #hemophilia",2773,11.012532,New York City,1,94,False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,http://twitter.com/nhf_hemophilia,True,None,en,156,06/05/14,http://twitter.com/nhf_hemophilia/status/474572201061269505,Eastern Time (US & Canada),None,nhf_hemophilia,http://twitter.com/NHF_Hemophilia/status/474572201061269505
bleedingdisorders~hemophilia,474576523488686081,False,None,Checkout @NHF_Hemophilia's NEW website! Great resource for #bleedingdisorders #hemophilia community!: http://t.co/TVBZWItl1K,1764,10.009469,"Washington, DC",3,56,False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,NHF_Hemophilia,http://twitter.com/hemophiliafed,True,None,en,834,06/05/14,http://twitter.com/hemophiliafed/status/474576523488686081,Eastern Time (US & Canada),None,hemophiliafed,http://twitter.com/hemophiliafed/status/474576523488686081
hemophilia~bleedingdisorders,474576840787763200,False,None,".@VAHemophilia @Key_karols_mom, thanks for helping to spread awareness about #hemophilia, #bleedingdisorders!",1764,7.557189,"Washington, DC",0,56,False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,VAHemophilia~Key_karols_mom,http://twitter.com/hemophiliafed,True,None,en,834,06/05/14,http://twitter.com/hemophiliafed/status/474576840787763200,Eastern Time (US & Canada),None,hemophiliafed,http://twitter.com/hemophiliafed/status/474576840787763200
hemophilia~bleedingdisorders,474589274151858176,False,None,RT @NHF_Hemophilia: We have a new website! Check out http://t.co/bgSsUHsscB to see what's new. #hemophilia #bleedingdisorders,798,7.84758,"Sinesio Delgado, 4, Madrid",5,25,False,7200,"Federación Española de Hemofilia, ONG dedicada a mejorar la calidad de vida de personas con Hemofilia y otras coagulopatías congénitas. http://t.co/i5UUZtp3J0",NHF_Hemophilia,http://twitter.com/fedhemo,True,None,es,31,06/05/14,http://twitter.com/fedhemo/status/474589274151858176,Madrid,None,fedhemo,http://twitter.com/fedhemo/status/474589274151858176
bleedingdisorders~hemophilia,474596991263977472,False,None,RT @hemophiliafed: Checkout @NHF_Hemophilia's NEW website! Great resource for #bleedingdisorders #hemophilia community!: http://t.co/TVBZWI…,37,7.366672,,3,2,False,None,All views are my own. Obviously.,hemophiliafed~NHF_Hemophilia,http://twitter.com/ashleytomlins,True,None,en,3,06/05/14,http://twitter.com/ashleytomlins/status/474596991263977472,None,None,ashleytomlins,http://twitter.com/AshleyTomlins/status/474596991263977472
bleedingdisorders~hemophilia,474604172986568704,False,None,RT @hemophiliafed: Checkout @NHF_Hemophilia's NEW website! Great resource for #bleedingdisorders #hemophilia community!: http://t.co/TVBZWI…,386,7.366672,"Oxnard, CA",3,8,False,-25200,HF Healthcare is a national home care and specialty pharmacy that specializes in Hemophilia and other bleeding disorder treatment.,hemophiliafed~NHF_Hemophilia,http://twitter.com/hfhealthcare,True,None,en,11,06/05/14,http://twitter.com/hfhealthcare/status/474604172986568704,Pacific Time (US & Canada),None,hfhealthcare,http://twitter.com/hfhealthcare/status/474604172986568704
hemophilia~bleedingdisorders,474614051491037184,False,None,.@CDCgov webinar: #hemophilia inhibitor patients are twice as likely to be hospitalized as non inhibitor patients. #bleedingdisorders,1764,7.307199,"Washington, DC",0,56,False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,CDCgov,http://twitter.com/hemophiliafed,True,None,en,834,06/05/14,http://twitter.com/hemophiliafed/status/474614051491037184,Eastern Time (US & Canada),None,hemophiliafed,http://twitter.com/hemophiliafed/status/474614051491037184
hemophilia~bleedingdisorders,474614499308490752,False,None,.@CDCgov webinbar: there is a 70% higher death rate for those w/#hemophilia &amp; inhibitors vs. those without inhibitors. #bleedingdisorders,1764,6.9726276,"Washington, DC",0,56,False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,CDCgov,http://twitter.com/hemophiliafed,True,None,en,834,06/05/14,http://twitter.com/hemophiliafed/status/474614499308490752,Eastern Time (US & Canada),None,hemophiliafed,http://twitter.com/hemophiliafed/status/474614499308490752
hemophilia~bleedingdisorders,474615135425015808,False,None,".@CDCgov webinar: first inhibitor testing was in 1959 in the UK. #hemophilia, #bleedingdisorders",1764,9.109996,"Washington, DC",1,56,False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,CDCgov,http://twitter.com/hemophiliafed,True,None,en,834,06/05/14,http://twitter.com/hemophiliafed/status/474615135425015808,Eastern Time (US & Canada),None,hemophiliafed,http://twitter.com/hemophiliafed/status/474615135425015808
hemophilia~bleedingdisorders,474616285066952705,False,None,"RT @hemophiliafed: .@CDCgov webinar: first inhibitor testing was in 1959 in the UK. #hemophilia, #bleedingdisorders",104,7.2732806,"Rustico, PEI",1,0,False,-14400,"Enjoys working in the not-for-profit industry.  Loves her family and spending lots of time with them.  Enjoys friends, relaxing and having a good time.",hemophiliafed~CDCgov,http://twitter.com/gallant_tammy,False,None,en,51,06/05/14,http://twitter.com/gallant_tammy/status/474616285066952705,Eastern Time (US & Canada),None,gallant_tammy,http://twitter.com/gallant_tammy/status/474616285066952705
hemophilia~bleedingdisorders,474616803037941760,False,None,.@CDCgov webinar: HIRS study showed that all patients with #hemophilia are at risk for developing inhibitors. #bleedingdisorders,1764,7.46204,"Washington, DC",0,56,False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,CDCgov,http://twitter.com/hemophiliafed,True,None,en,834,06/05/14,http://twitter.com/hemophiliafed/status/474616803037941760,Eastern Time (US & Canada),None,hemophiliafed,http://twitter.com/hemophiliafed/status/474616803037941760
hemophilia~bleedingdisorders,474618587504578561,False,None,.@CDCgov webinar: HIRS Study six out of ten #hemophilia patients who tested for an inhibitor had no symptoms. #bleedingdisorders,1764,7.384843,"Washington, DC",0,56,False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,CDCgov,http://twitter.com/hemophiliafed,True,None,en,834,06/05/14,http://twitter.com/hemophiliafed/status/474618587504578561,Eastern Time (US & Canada),None,hemophiliafed,http://twitter.com/hemophiliafed/status/474618587504578561
hemophilia~bleedingdisorders,474623032875814912,False,None,.@CDC gov: Up to 1/5 people w/#hemophilia will develop an inhibitor to the infused factor that is used to treat bleeding. #bleedingdisorders,1764,8.959556,"Washington, DC",1,56,False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,cdc,http://twitter.com/hemophiliafed,True,None,en,834,06/05/14,http://twitter.com/hemophiliafed/status/474623032875814912,Eastern Time (US & Canada),None,hemophiliafed,http://twitter.com/hemophiliafed/status/474623032875814912
hemophilia~bleedingdisorders,474623615233957888,False,None,".@CDC webinar: There is still much to learn about inhibitors &amp; how to prevent inhibitors. #hemophilia, #bleedingdisorders",1764,7.2496333,"Washington, DC",0,56,False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,cdc,http://twitter.com/hemophiliafed,True,None,en,834,06/05/14,http://twitter.com/hemophiliafed/status/474623615233957888,Eastern Time (US & Canada),None,hemophiliafed,http://twitter.com/hemophiliafed/status/474623615233957888
hemophilia~bleedingdisorders,474638235772399616,False,None,Facts N' Factors Newsletter Summer 2014 is now available #hemophilia #bleedingdisorders http://t.co/PYMPhjGHmM,546,8.660209,Virginia,1,20,False,-14400,"Dedicated to serving the needs of the bleeding disorder community through education, advocacy and the support of research to find a cure",,http://twitter.com/vahemophilia,False,None,en,33,06/05/14,http://twitter.com/vahemophilia/status/474638235772399616,Eastern Time (US & Canada),None,vahemophilia,http://twitter.com/VAHemophilia/status/474638235772399616
bleedingdisorders~hemofilia~STBhemo,474653044454350848,False,None,Best care!  1st poke!!! @ChildrensLA #bleedingdisorders #hemofilia @hemophiliafed #STBhemo 😆 for my buddy. http://t.co/YPUXiQxg4v,27,7.339947,Los Angeles,0,0,False,None,Happy thoughts and glitter farts!,ChildrensLA~hemophiliafed,http://twitter.com/elveetoe,False,None,en,630,06/05/14,http://twitter.com/elveetoe/status/474653044454350848,None,None,elveetoe,http://twitter.com/Elveetoe/status/474653044454350848
hemophilia~bleedingdisorders,474660148389355520,False,None,RT @NHF_Hemophilia: We have a new website! Check out http://t.co/bgSsUHsscB to see what's new. #hemophilia #bleedingdisorders,33,7.84758,"Fairborn, Ohio",5,0,False,None,"Hemophilia & VWD Patient Advocate at Bioscrip, covering Ohio, Michigan, Kentucky, and West Virginia.  Former ED of the Central Ohio Chapter of NHF.",NHF_Hemophilia,http://twitter.com/robedalex,False,None,en,10,06/05/14,http://twitter.com/robedalex/status/474660148389355520,None,None,robedalex,http://twitter.com/robedalex/status/474660148389355520
hemophilia~bleedingdisorders,474712336205623296,False,None,RT @NHF_Hemophilia: We have a new website! Check out http://t.co/PHHgYLTUad to see what's new. #hemophilia #bleedingdisorders,7485,7.9005766,"Washington, DC",0,276,False,-18000,The united voice for patients with chronic diseases and disabilities and their family caregivers,NHF_Hemophilia,http://twitter.com/nhcouncil,True,None,en,20,06/06/14,http://twitter.com/nhcouncil/status/474712336205623296,Central Time (US & Canada),None,nhcouncil,http://twitter.com/NHCouncil/status/474712336205623296
bleedingdisorders~hemophilia~hepatitisC,474722443924619265,False,None,The spring issue of HemAware is available online. Check it out today! http://t.co/fT8QRoo2oK #bleedingdisorders #hemophilia #hepatitisC,2773,11.461189,New York City,1,94,False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,http://twitter.com/nhf_hemophilia,True,None,en,156,06/06/14,http://twitter.com/nhf_hemophilia/status/474722443924619265,Eastern Time (US & Canada),None,nhf_hemophilia,http://twitter.com/NHF_Hemophilia/status/474722443924619265
Tablet~bleedingdisorders~hemophilia~iPad~Kindle~Android~hemophilia,474755275325329408,False,None,"RT @NHF_Hemophilia: #Tablet owners-Search for HemAware in your app store for free #bleedingdisorders news, info! #hemophilia #iPad #Kindle …",32,6.911805,,1,0,False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",NHF_Hemophilia,http://twitter.com/flgprohemo,False,None,en,46,06/06/14,http://twitter.com/flgprohemo/status/474755275325329408,Mountain Time (US & Canada),None,flgprohemo,http://twitter.com/FLGprohemo/status/474755275325329408
hemophilia~bleedingdisorders,474755624870641664,False,None,RT @NHF_Hemophilia: We have a new website! Check out http://t.co/bgSsUHsscB to see what's new. #hemophilia #bleedingdisorders,32,7.84758,,5,0,False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",NHF_Hemophilia,http://twitter.com/flgprohemo,False,None,en,46,06/06/14,http://twitter.com/flgprohemo/status/474755624870641664,Mountain Time (US & Canada),None,flgprohemo,http://twitter.com/FLGprohemo/status/474755624870641664
bleedingdisorders~hemophilia~hepatitisC,474756102014640130,False,None,RT @NHF_Hemophilia: The spring issue of HemAware is available online. Check it out today! http://t.co/fT8QRoo2oK #bleedingdisorders #hemoph…,32,7.3218794,,1,0,False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",NHF_Hemophilia,http://twitter.com/flgprohemo,False,None,en,46,06/06/14,http://twitter.com/flgprohemo/status/474756102014640130,Mountain Time (US & Canada),None,flgprohemo,http://twitter.com/FLGprohemo/status/474756102014640130
hemophilia~bleedingdisorders,474757573431001088,False,None,RT @VAHemophilia: Facts N' Factors Newsletter Summer 2014 is now available #hemophilia #bleedingdisorders http://t.co/PYMPhjGHmM,32,7.581648,,1,0,False,-21600,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",VAHemophilia,http://twitter.com/flgprohemo,False,None,en,46,06/06/14,http://twitter.com/flgprohemo/status/474757573431001088,Mountain Time (US & Canada),None,flgprohemo,http://twitter.com/FLGprohemo/status/474757573431001088
hemophilia~bleedingdisorders,474786350973980672,False,None,RT @NHF_Hemophilia: We have a new website! Check out http://t.co/bgSsUHsscB to see what's new. #hemophilia #bleedingdisorders,14,7.84758,San Francisco,5,0,False,None,,NHF_Hemophilia,http://twitter.com/marcusmuench63,False,None,en,0,06/06/14,http://twitter.com/marcusmuench63/status/474786350973980672,None,None,marcusmuench63,http://twitter.com/MarcusMuench63/status/474786350973980672
HappyFriday~hemophilia~bleedingdisorders,474906959934922752,False,None,#HappyFriday....I haven't done a card in so long but I have been inspired...lol  #hemophilia #bleedingdisorders http://t.co/h3pLClEbg9,176,7.927809,"Fort Mill, SC",0,3,False,-14400,"2 sons severe #hemophilia A.  Dependency on factor made me a ProphyHolic.  Authentic views, Staying Informed, Living Life, Blogger",,http://twitter.com/prophyholic,False,None,en,193,06/06/14,http://twitter.com/prophyholic/status/474906959934922752,Eastern Time (US & Canada),None,prophyholic,http://twitter.com/ProphyHolic/status/474906959934922752
